id,celltype_id,sample_id
14402,157,SAM000022089
14403,138,SAM000022088
14404,27,SAM000022087
14405,158,SAM000022086
14406,5,SAM000022072
14407,8,SAM000022084
14408,2,SAM000022082
14409,131,SAM000022081
14410,147,SAM000022080
14411,147,SAM000022079
14412,149,SAM000022078
14413,160,SAM000022077
14414,2,SAM000022076
14415,5,SAM000022075
14416,14,SAM000022074
14417,14,SAM000022048
14418,158,SAM000022046
14419,22,SAM000022020
14420,2,SAM000022018
14421,3,SAM000022017
14422,2,SAM000022015
14423,170,SAM000022014
14424,118,SAM000022013
14425,2,SAM000022012
14426,22,SAM000022021
14427,7,SAM000022011
14428,2,SAM000022008
14429,163,SAM000022007
14430,163,SAM000022006
14431,172,SAM000022005
14432,7,SAM000022004
14433,7,SAM000022003
14434,42,SAM000022002
14435,120,SAM000022001
14436,157,SAM000021999
14437,2,SAM000022010
14438,177,SAM000022022
14439,115,SAM000022024
14440,5,SAM000022045
14441,10,SAM000022044
14442,48,SAM000022043
14443,115,SAM000022042
14444,163,SAM000022041
14445,162,SAM000022040
14446,115,SAM000022039
14447,175,SAM000022038
14448,152,SAM000022037
14449,185,SAM000022036
14450,167,SAM000022035
14451,27,SAM000022034
14452,128,SAM000022033
14453,120,SAM000022032
14454,10,SAM000022031
14455,118,SAM000022030
14456,163,SAM000022029
14457,160,SAM000022028
14458,22,SAM000022027
14459,161,SAM000022026
14460,158,SAM000022025
14461,118,SAM000021997
14462,10,SAM000022300
14463,7,SAM000022301
14464,7,SAM000022302
14465,157,SAM000022579
14466,115,SAM000022577
14467,2,SAM000022576
14468,22,SAM000022575
14469,134,SAM000022574
14470,22,SAM000022572
14471,177,SAM000022571
14472,157,SAM000022580
14473,4,SAM000022570
14474,158,SAM000022568
14475,2,SAM000022567
14476,10,SAM000022566
14477,4,SAM000022565
14478,152,SAM000022563
14479,149,SAM000022562
14480,173,SAM000022561
14481,2,SAM000022569
14482,158,SAM000022558
14483,157,SAM000022581
14484,166,SAM000022583
14485,138,SAM000022604
14486,2,SAM000022603
14487,119,SAM000022602
14488,115,SAM000022601
14489,183,SAM000022600
14490,60,SAM000022599
14491,141,SAM000022598
14492,8,SAM000022597
14493,7,SAM000022596
14494,3,SAM000022582
14495,8,SAM000022595
14496,118,SAM000022592
14497,118,SAM000022591
14498,138,SAM000022590
14499,138,SAM000022589
14500,157,SAM000022588
14501,157,SAM000022587
14502,183,SAM000022586
14503,174,SAM000022584
14504,81,SAM000022594
14505,81,SAM000022557
14506,10,SAM000022555
14507,14,SAM000022527
14508,14,SAM000022526
14509,14,SAM000022525
14510,14,SAM000022524
14511,2,SAM000022523
14512,2,SAM000022522
14513,3,SAM000022521
14514,2,SAM000022520
14515,5,SAM000022519
14516,14,SAM000022528
14517,3,SAM000022518
14518,157,SAM000022515
14519,157,SAM000022514
14520,7,SAM000022513
14521,138,SAM000022512
14522,157,SAM000022511
14523,157,SAM000022510
14524,3,SAM000022508
14525,3,SAM000022517
14526,160,SAM000022529
14527,147,SAM000022530
14528,147,SAM000022531
14529,15,SAM000022553
14530,152,SAM000022552
14531,149,SAM000022551
14532,147,SAM000022549
14533,147,SAM000022548
14534,160,SAM000022547
14535,60,SAM000022546
14536,149,SAM000022545
14537,81,SAM000022544
14538,131,SAM000022543
14539,131,SAM000022542
14540,131,SAM000022541
14541,138,SAM000022540
14542,158,SAM000022539
14543,157,SAM000022537
14544,2,SAM000022535
14545,131,SAM000022532
14546,168,SAM000022605
14547,3,SAM000022507
14548,136,SAM000022606
14549,2,SAM000022608
14550,132,SAM000022679
14551,132,SAM000022678
14552,131,SAM000022677
14553,138,SAM000022676
14554,158,SAM000022675
14555,157,SAM000022673
14556,157,SAM000022672
14557,181,SAM000022671
14558,81,SAM000022680
14559,131,SAM000022669
14560,147,SAM000022667
14561,147,SAM000022666
14562,149,SAM000022665
14563,160,SAM000022664
14564,14,SAM000022663
14565,14,SAM000022662
14566,14,SAM000022661
14567,14,SAM000022660
14568,14,SAM000022659
14569,149,SAM000022681
14570,160,SAM000022683
14571,7,SAM000022703
14572,158,SAM000022702
14573,2,SAM000022701
14574,149,SAM000022699
14575,158,SAM000022698
14576,158,SAM000022697
14577,81,SAM000022696
14578,48,SAM000022682
14579,2,SAM000022694
14580,81,SAM000022692
14581,10,SAM000022690
14582,125,SAM000022689
14583,152,SAM000022688
14584,138,SAM000022687
14585,149,SAM000022686
14586,60,SAM000022685
14587,147,SAM000022684
14588,81,SAM000022693
14589,2,SAM000022657
14590,3,SAM000022656
14591,6,SAM000022655
14592,2,SAM000022629
14593,152,SAM000022628
14594,152,SAM000022627
14595,167,SAM000022626
14596,170,SAM000022625
14597,7,SAM000022624
14598,163,SAM000022623
14599,160,SAM000022622
14600,163,SAM000022621
14601,118,SAM000022630
14602,173,SAM000022620
14603,158,SAM000022618
14604,22,SAM000022617
14605,22,SAM000022615
14606,134,SAM000022614
14607,2,SAM000022612
14608,2,SAM000022611
14609,170,SAM000022610
14610,118,SAM000022609
14611,22,SAM000022619
14612,163,SAM000022631
14613,163,SAM000022632
14614,42,SAM000022633
14615,2,SAM000022654
14616,2,SAM000022652
14617,5,SAM000022651
14618,3,SAM000022650
14619,7,SAM000022649
14620,157,SAM000022648
14621,157,SAM000022646
14622,7,SAM000022645
14623,138,SAM000022644
14624,157,SAM000022643
14625,3,SAM000022642
14626,3,SAM000022641
14627,177,SAM000022640
14628,176,SAM000022638
14629,120,SAM000022635
14630,48,SAM000022634
14631,7,SAM000022607
14632,5,SAM000022505
14633,4,SAM000022376
14634,138,SAM000022375
14635,157,SAM000022374
14636,157,SAM000022373
14637,2,SAM000022372
14638,14,SAM000022370
14639,14,SAM000022369
14640,157,SAM000022377
14641,158,SAM000022367
14642,28,SAM000022365
14643,28,SAM000022360
14644,2,SAM000022356
14645,128,SAM000022355
14646,15,SAM000022354
14647,138,SAM000022353
14648,2,SAM000022380
14649,2,SAM000022401
14650,131,SAM000022399
14651,131,SAM000022398
14652,147,SAM000022397
14653,147,SAM000022396
14654,149,SAM000022395
14655,160,SAM000022394
14656,14,SAM000022393
14657,7,SAM000022379
14658,5,SAM000022392
14659,5,SAM000022390
14660,2,SAM000022389
14661,2,SAM000022387
14662,3,SAM000022386
14663,3,SAM000022385
14664,2,SAM000022384
14665,14,SAM000022382
14666,3,SAM000022381
14667,5,SAM000022391
14668,10,SAM000022352
14669,48,SAM000022351
14670,8,SAM000022350
14671,22,SAM000022321
14672,3,SAM000022320
14673,3,SAM000022319
14674,173,SAM000022318
14675,115,SAM000022315
14676,161,SAM000022323
14677,186,SAM000022313
14678,171,SAM000022309
14679,115,SAM000022308
14680,163,SAM000022307
14681,120,SAM000022306
14682,77,SAM000022305
14683,5,SAM000022304
14684,141,SAM000022303
14685,131,SAM000022324
14686,2,SAM000022325
14687,115,SAM000022349
14688,163,SAM000022348
14689,115,SAM000022347
14690,115,SAM000022346
14691,115,SAM000022345
14692,9,SAM000022343
14693,152,SAM000022342
14694,167,SAM000022341
14695,22,SAM000022339
14696,120,SAM000022337
14697,48,SAM000022336
14698,115,SAM000022335
14699,160,SAM000022333
14700,161,SAM000022331
14701,177,SAM000022330
14702,115,SAM000022327
14703,157,SAM000022403
14704,8,SAM000022404
14705,158,SAM000022406
14706,2,SAM000022478
14707,3,SAM000022477
14708,170,SAM000022474
14709,163,SAM000022473
14710,2,SAM000022472
14711,50,SAM000022471
14712,2,SAM000022470
14713,136,SAM000022469
14714,185,SAM000022468
14715,120,SAM000022466
14716,188,SAM000022465
14717,141,SAM000022464
14718,7,SAM000022463
14719,4,SAM000022462
14720,164,SAM000022461
14721,27,SAM000022460
14722,157,SAM000022459
14723,118,SAM000022458
14724,115,SAM000022467
14725,22,SAM000022480
14726,158,SAM000022481
14727,22,SAM000022482
14728,158,SAM000022503
14729,128,SAM000022502
14730,5,SAM000022501
14731,125,SAM000022500
14732,60,SAM000022499
14733,60,SAM000022498
14734,163,SAM000022497
14735,115,SAM000022496
14736,118,SAM000022495
14737,115,SAM000022494
14738,152,SAM000022492
14739,169,SAM000022491
14740,170,SAM000022490
14741,167,SAM000022489
14742,27,SAM000022488
14743,120,SAM000022487
14744,22,SAM000022485
14745,22,SAM000022484
14746,163,SAM000022483
14747,115,SAM000022457
14748,153,SAM000021899
14749,138,SAM000022456
14750,157,SAM000022454
14751,134,SAM000022427
14752,81,SAM000022425
14753,15,SAM000022422
14754,2,SAM000022421
14755,152,SAM000022420
14756,60,SAM000022419
14757,149,SAM000022418
14758,42,SAM000022417
14759,147,SAM000022415
14760,160,SAM000022414
14761,125,SAM000022413
14762,149,SAM000022412
14763,10,SAM000022411
14764,131,SAM000022410
14765,131,SAM000022409
14766,157,SAM000022408
14767,138,SAM000022407
14768,147,SAM000022416
14769,3,SAM000022429
14770,158,SAM000022431
14771,158,SAM000022432
14772,165,SAM000022453
14773,165,SAM000022452
14774,178,SAM000022451
14775,157,SAM000022450
14776,173,SAM000022449
14777,2,SAM000022448
14778,169,SAM000022447
14779,170,SAM000022446
14780,22,SAM000022445
14781,2,SAM000022444
14782,161,SAM000022443
14783,7,SAM000022442
14784,2,SAM000022441
14785,177,SAM000022440
14786,2,SAM000022439
14787,10,SAM000022438
14788,10,SAM000022437
14789,9,SAM000022435
14790,149,SAM000022434
14791,2,SAM000022433
14792,157,SAM000022455
14793,157,SAM000022704
14794,168,SAM000021898
14795,168,SAM000021896
14796,5,SAM000021365
14797,118,SAM000021364
14798,163,SAM000021363
14799,160,SAM000021362
14800,161,SAM000021361
14801,158,SAM000021360
14802,2,SAM000021359
14803,7,SAM000021358
14804,134,SAM000021357
14805,168,SAM000021366
14806,27,SAM000021356
14807,22,SAM000021353
14808,134,SAM000021351
14809,4,SAM000021349
14810,15,SAM000021348
14811,118,SAM000021347
14812,2,SAM000021346
14813,185,SAM000021345
14814,4,SAM000021344
14815,118,SAM000021343
14816,2,SAM000021355
14817,163,SAM000021342
14818,153,SAM000021367
14819,7,SAM000021389
14820,138,SAM000021388
14821,157,SAM000021387
14822,157,SAM000021386
14823,3,SAM000021384
14824,150,SAM000021383
14825,173,SAM000021382
14826,156,SAM000021381
14827,153,SAM000021368
14828,156,SAM000021380
14829,158,SAM000021378
14830,22,SAM000021377
14831,128,SAM000021376
14832,120,SAM000021374
14833,48,SAM000021373
14834,60,SAM000021372
14835,118,SAM000021371
14836,118,SAM000021370
14837,183,SAM000021341
14838,138,SAM000021340
14839,7,SAM000021339
14840,7,SAM000021311
14841,158,SAM000021309
14842,158,SAM000021308
14843,81,SAM000021307
14844,15,SAM000021305
14845,4,SAM000021303
14846,28,SAM000021302
14847,134,SAM000021312
14848,120,SAM000021300
14849,15,SAM000021297
14850,128,SAM000021296
14851,9,SAM000021295
14852,150,SAM000021294
14853,159,SAM000021293
14854,147,SAM000021292
14855,160,SAM000021290
14856,150,SAM000021289
14857,4,SAM000021298
14858,149,SAM000021313
14859,5,SAM000021314
14860,5,SAM000021315
14861,42,SAM000021338
14862,81,SAM000021337
14863,157,SAM000021335
14864,158,SAM000021334
14865,118,SAM000021333
14866,118,SAM000021332
14867,138,SAM000021331
14868,157,SAM000021330
14869,8,SAM000021329
14870,174,SAM000021328
14871,165,SAM000021327
14872,157,SAM000021326
14873,6,SAM000021325
14874,2,SAM000021324
14875,118,SAM000021323
14876,161,SAM000021321
14877,169,SAM000021320
14878,175,SAM000021319
14879,22,SAM000021318
14880,7,SAM000021317
14881,15,SAM000021316
14882,157,SAM000021390
14883,131,SAM000021288
14884,7,SAM000021391
14885,2,SAM000021393
14886,165,SAM000021463
14887,3,SAM000021462
14888,173,SAM000021461
14889,3,SAM000021460
14890,118,SAM000021459
14891,2,SAM000021458
14892,167,SAM000021457
14893,170,SAM000021456
14894,27,SAM000021455
14895,158,SAM000021464
14896,22,SAM000021454
14897,15,SAM000021452
14898,5,SAM000021451
14899,5,SAM000021450
14900,152,SAM000021449
14901,149,SAM000021448
14902,3,SAM000021447
14903,15,SAM000021446
14904,158,SAM000021444
14905,7,SAM000021453
14906,81,SAM000021443
14907,165,SAM000021465
14908,157,SAM000021467
14909,15,SAM000021486
14910,118,SAM000021485
14911,155,SAM000021484
14912,5,SAM000021483
14913,167,SAM000021482
14914,7,SAM000021481
14915,118,SAM000021480
14916,183,SAM000021479
14917,157,SAM000021466
14918,138,SAM000021478
14919,4,SAM000021476
14920,42,SAM000021475
14921,157,SAM000021473
14922,181,SAM000021472
14923,118,SAM000021471
14924,118,SAM000021470
14925,138,SAM000021469
14926,157,SAM000021468
14927,7,SAM000021477
14928,3,SAM000021442
14929,15,SAM000021441
14930,2,SAM000021413
14931,149,SAM000021411
14932,147,SAM000021410
14933,2,SAM000021409
14934,156,SAM000021407
14935,156,SAM000021406
14936,156,SAM000021405
14937,157,SAM000021415
14938,156,SAM000021404
14939,156,SAM000021402
14940,3,SAM000021401
14941,3,SAM000021400
14942,2,SAM000021399
14943,15,SAM000021398
14944,156,SAM000021397
14945,134,SAM000021396
14946,3,SAM000021395
14947,7,SAM000021394
14948,156,SAM000021403
14949,157,SAM000021416
14950,131,SAM000021417
14951,138,SAM000021418
14952,15,SAM000021439
14953,81,SAM000021438
14954,7,SAM000021436
14955,15,SAM000021435
14956,128,SAM000021433
14957,125,SAM000021432
14958,152,SAM000021431
14959,48,SAM000021430
14960,150,SAM000021429
14961,125,SAM000021428
14962,147,SAM000021427
14963,160,SAM000021426
14964,42,SAM000021425
14965,150,SAM000021424
14966,131,SAM000021423
14967,132,SAM000021422
14968,131,SAM000021421
14969,157,SAM000021419
14970,157,SAM000021392
14971,132,SAM000021287
14972,131,SAM000021153
14973,132,SAM000021152
14974,157,SAM000021150
14975,138,SAM000021149
14976,2,SAM000021148
14977,158,SAM000021147
14978,157,SAM000021145
14979,42,SAM000021154
14980,131,SAM000021141
14981,147,SAM000021140
14982,147,SAM000021139
14983,15,SAM000021136
14984,156,SAM000021135
14985,156,SAM000021134
14986,156,SAM000021133
14987,131,SAM000021142
14988,156,SAM000021132
14989,160,SAM000021155
14990,48,SAM000021157
14991,15,SAM000021180
14992,22,SAM000021179
14993,152,SAM000021178
14994,149,SAM000021177
14995,2,SAM000021176
14996,4,SAM000021175
14997,15,SAM000021174
14998,158,SAM000021172
14999,81,SAM000021171
15000,147,SAM000021156
15001,2,SAM000021170
15002,15,SAM000021167
15003,10,SAM000021165
15004,15,SAM000021163
15005,7,SAM000021162
15006,128,SAM000021161
15007,15,SAM000021160
15008,7,SAM000021159
15009,150,SAM000021158
15010,15,SAM000021169
15011,156,SAM000021131
15012,3,SAM000021130
15013,3,SAM000021129
15014,3,SAM000021100
15015,161,SAM000021099
15016,128,SAM000021098
15017,184,SAM000021096
15018,42,SAM000021095
15019,115,SAM000021094
15020,115,SAM000021093
15021,115,SAM000021092
15022,175,SAM000021091
15023,28,SAM000021101
15024,9,SAM000021090
15025,168,SAM000021088
15026,167,SAM000021087
15027,115,SAM000021086
15028,163,SAM000021085
15029,22,SAM000021084
15030,158,SAM000021083
15031,115,SAM000021082
15032,3,SAM000021081
15033,7,SAM000021080
15034,153,SAM000021089
15035,28,SAM000021105
15036,28,SAM000021106
15037,3,SAM000021128
15038,2,SAM000021127
15039,2,SAM000021126
15040,4,SAM000021125
15041,2,SAM000021124
15042,7,SAM000021123
15043,157,SAM000021122
15044,15,SAM000021121
15045,157,SAM000021120
15046,4,SAM000021119
15047,138,SAM000021118
15048,157,SAM000021117
15049,157,SAM000021116
15050,3,SAM000021114
15051,3,SAM000021113
15052,149,SAM000021112
15053,156,SAM000021110
15054,156,SAM000021109
15055,15,SAM000021108
15056,158,SAM000021107
15057,7,SAM000021181
15058,131,SAM000021286
15059,3,SAM000021185
15060,2,SAM000021259
15061,15,SAM000021258
15062,156,SAM000021257
15063,3,SAM000021256
15064,134,SAM000021255
15065,7,SAM000021254
15066,7,SAM000021253
15067,157,SAM000021252
15068,7,SAM000021251
15069,3,SAM000021260
15070,157,SAM000021250
15071,157,SAM000021248
15072,157,SAM000021247
15073,155,SAM000021245
15074,2,SAM000021244
15075,156,SAM000021242
15076,15,SAM000021241
15077,158,SAM000021240
15078,138,SAM000021249
15079,28,SAM000021235
15080,3,SAM000021261
15081,2,SAM000021263
15082,157,SAM000021284
15083,138,SAM000021283
15084,131,SAM000021282
15085,157,SAM000021280
15086,2,SAM000021278
15087,50,SAM000021277
15088,15,SAM000021276
15089,131,SAM000021275
15090,3,SAM000021262
15091,131,SAM000021274
15092,147,SAM000021272
15093,147,SAM000021271
15094,160,SAM000021269
15095,156,SAM000021268
15096,156,SAM000021267
15097,2,SAM000021266
15098,156,SAM000021265
15099,156,SAM000021264
15100,141,SAM000021273
15101,154,SAM000021234
15102,15,SAM000021233
15103,48,SAM000021232
15104,115,SAM000021206
15105,163,SAM000021205
15106,165,SAM000021204
15107,5,SAM000021203
15108,7,SAM000021202
15109,7,SAM000021201
15110,42,SAM000021200
15111,157,SAM000021198
15112,115,SAM000021197
15113,168,SAM000021207
15114,115,SAM000021196
15115,157,SAM000021194
15116,157,SAM000021193
15117,172,SAM000021192
15118,158,SAM000021191
15119,174,SAM000021190
15120,178,SAM000021188
15121,157,SAM000021187
15122,3,SAM000021186
15123,138,SAM000021195
15124,5,SAM000021208
15125,3,SAM000021209
15126,115,SAM000021210
15127,115,SAM000021231
15128,163,SAM000021230
15129,115,SAM000021229
15130,115,SAM000021228
15131,168,SAM000021227
15132,152,SAM000021226
15133,152,SAM000021225
15134,168,SAM000021224
15135,5,SAM000021223
15136,163,SAM000021222
15137,115,SAM000021221
15138,22,SAM000021220
15139,115,SAM000021219
15140,15,SAM000021218
15141,161,SAM000021217
15142,158,SAM000021216
15143,22,SAM000021215
15144,3,SAM000021213
15145,15,SAM000021211
15146,163,SAM000021184
15147,7,SAM000021489
15148,158,SAM000021490
15149,27,SAM000021491
15150,169,SAM000021769
15151,168,SAM000021768
15152,5,SAM000021767
15153,120,SAM000021766
15154,118,SAM000021764
15155,22,SAM000021762
15156,2,SAM000021761
15157,22,SAM000021760
15158,163,SAM000021759
15159,152,SAM000021770
15160,158,SAM000021758
15161,4,SAM000021755
15162,15,SAM000021754
15163,118,SAM000021753
15164,28,SAM000021752
15165,168,SAM000021750
15166,138,SAM000021749
15167,7,SAM000021748
15168,118,SAM000021747
15169,152,SAM000021771
15170,163,SAM000021773
15171,3,SAM000021793
15172,3,SAM000021792
15173,7,SAM000021791
15174,157,SAM000021790
15175,157,SAM000021789
15176,7,SAM000021788
15177,138,SAM000021787
15178,157,SAM000021786
15179,157,SAM000021785
15180,118,SAM000021772
15181,134,SAM000021782
15182,22,SAM000021781
15183,14,SAM000021780
15184,14,SAM000021779
15185,158,SAM000021777
15186,179,SAM000021776
15187,48,SAM000021775
15188,118,SAM000021774
15189,134,SAM000021783
15190,163,SAM000021746
15191,183,SAM000021745
15192,48,SAM000021744
15193,15,SAM000021717
15194,158,SAM000021716
15195,158,SAM000021715
15196,81,SAM000021714
15197,155,SAM000021712
15198,15,SAM000021711
15199,15,SAM000021709
15200,81,SAM000021708
15201,15,SAM000021718
15202,4,SAM000021707
15203,15,SAM000021705
15204,50,SAM000021704
15205,48,SAM000021703
15206,152,SAM000021702
15207,152,SAM000021701
15208,60,SAM000021700
15209,149,SAM000021699
15210,42,SAM000021698
15211,147,SAM000021697
15212,149,SAM000021720
15213,153,SAM000021721
15214,164,SAM000021743
15215,7,SAM000021742
15216,8,SAM000021741
15217,81,SAM000021740
15218,8,SAM000021738
15219,118,SAM000021737
15220,118,SAM000021736
15221,138,SAM000021735
15222,157,SAM000021734
15223,165,SAM000021733
15224,165,SAM000021732
15225,157,SAM000021731
15226,2,SAM000021730
15227,2,SAM000021728
15228,157,SAM000021726
15229,8,SAM000021725
15230,7,SAM000021724
15231,15,SAM000021723
15232,15,SAM000021722
15233,14,SAM000021794
15234,147,SAM000021696
15235,2,SAM000021795
15236,3,SAM000021797
15237,164,SAM000021870
15238,7,SAM000021869
15239,81,SAM000021868
15240,157,SAM000021866
15241,118,SAM000021865
15242,118,SAM000021864
15243,138,SAM000021863
15244,138,SAM000021862
15245,157,SAM000021861
15246,183,SAM000021871
15247,157,SAM000021860
15248,166,SAM000021858
15249,134,SAM000021857
15250,134,SAM000021856
15251,118,SAM000021855
15252,2,SAM000021854
15253,168,SAM000021852
15254,170,SAM000021851
15255,8,SAM000021850
15256,4,SAM000021849
15257,165,SAM000021859
15258,163,SAM000021872
15259,138,SAM000021874
15260,27,SAM000021895
15261,5,SAM000021894
15262,120,SAM000021893
15263,118,SAM000021891
15264,22,SAM000021889
15265,158,SAM000021888
15266,118,SAM000021887
15267,22,SAM000021886
15268,118,SAM000021873
15269,22,SAM000021885
15270,3,SAM000021883
15271,2,SAM000021881
15272,175,SAM000021880
15273,118,SAM000021879
15274,2,SAM000021878
15275,155,SAM000021877
15276,3,SAM000021876
15277,167,SAM000021875
15278,128,SAM000021847
15279,152,SAM000021845
15280,138,SAM000021817
15281,176,SAM000021816
15282,157,SAM000021815
15283,157,SAM000021814
15284,22,SAM000021812
15285,132,SAM000021810
15286,147,SAM000021809
15287,157,SAM000021818
15288,147,SAM000021808
15289,160,SAM000021806
15290,5,SAM000021805
15291,5,SAM000021804
15292,5,SAM000021803
15293,5,SAM000021802
15294,14,SAM000021801
15295,3,SAM000021799
15296,3,SAM000021798
15297,132,SAM000021820
15298,131,SAM000021821
15299,149,SAM000021844
15300,158,SAM000021842
15301,158,SAM000021841
15302,10,SAM000021840
15303,134,SAM000021838
15304,2,SAM000021837
15305,10,SAM000021835
15306,8,SAM000021832
15307,152,SAM000021831
15308,152,SAM000021830
15309,10,SAM000021829
15310,149,SAM000021828
15311,138,SAM000021827
15312,147,SAM000021826
15313,160,SAM000021825
15314,60,SAM000021824
15315,149,SAM000021823
15316,131,SAM000021822
15317,2,SAM000021796
15318,160,SAM000021695
15319,48,SAM000021694
15320,149,SAM000021693
15321,160,SAM000021563
15322,149,SAM000021562
15323,81,SAM000021561
15324,132,SAM000021560
15325,132,SAM000021559
15326,131,SAM000021558
15327,157,SAM000021556
15328,138,SAM000021555
15329,147,SAM000021564
15330,2,SAM000021554
15331,157,SAM000021551
15332,2,SAM000021549
15333,132,SAM000021547
15334,149,SAM000021546
15335,147,SAM000021545
15336,147,SAM000021544
15337,149,SAM000021543
15338,131,SAM000021553
15339,160,SAM000021542
15340,125,SAM000021565
15341,152,SAM000021567
15342,7,SAM000021589
15343,4,SAM000021588
15344,152,SAM000021587
15345,149,SAM000021586
15346,15,SAM000021584
15347,158,SAM000021582
15348,27,SAM000021581
15349,81,SAM000021580
15350,149,SAM000021566
15351,2,SAM000021578
15352,15,SAM000021576
15353,7,SAM000021575
15354,81,SAM000021574
15355,15,SAM000021573
15356,15,SAM000021572
15357,128,SAM000021570
15358,4,SAM000021569
15359,153,SAM000021568
15360,156,SAM000021541
15361,156,SAM000021540
15362,156,SAM000021539
15363,128,SAM000021512
15364,179,SAM000021511
15365,124,SAM000021510
15366,48,SAM000021509
15367,163,SAM000021508
15368,163,SAM000021507
15369,118,SAM000021506
15370,118,SAM000021505
15371,118,SAM000021504
15372,158,SAM000021513
15373,153,SAM000021503
15374,167,SAM000021501
15375,128,SAM000021500
15376,120,SAM000021499
15377,118,SAM000021498
15378,160,SAM000021496
15379,2,SAM000021495
15380,22,SAM000021494
15381,22,SAM000021493
15382,177,SAM000021492
15383,168,SAM000021502
15384,156,SAM000021515
15385,156,SAM000021538
15386,156,SAM000021537
15387,156,SAM000021536
15388,166,SAM000021535
15389,2,SAM000021534
15390,3,SAM000021533
15391,3,SAM000021532
15392,4,SAM000021531
15393,3,SAM000021530
15394,134,SAM000021529
15395,15,SAM000021528
15396,4,SAM000021527
15397,164,SAM000021526
15398,157,SAM000021525
15399,15,SAM000021524
15400,157,SAM000021523
15401,7,SAM000021522
15402,138,SAM000021521
15403,157,SAM000021520
15404,157,SAM000021519
15405,22,SAM000021590
15406,157,SAM000021591
15407,157,SAM000021592
15408,168,SAM000021593
15409,4,SAM000021666
15410,14,SAM000021665
15411,2,SAM000021664
15412,7,SAM000021663
15413,7,SAM000021662
15414,157,SAM000021661
15415,157,SAM000021660
15416,4,SAM000021659
15417,144,SAM000021658
15418,2,SAM000021667
15419,157,SAM000021657
15420,3,SAM000021654
15421,150,SAM000021653
15422,2,SAM000021652
15423,14,SAM000021650
15424,158,SAM000021648
15425,128,SAM000021647
15426,5,SAM000021646
15427,157,SAM000021656
15428,3,SAM000021668
15429,3,SAM000021669
15430,3,SAM000021670
15431,131,SAM000021692
15432,131,SAM000021691
15433,131,SAM000021690
15434,157,SAM000021688
15435,138,SAM000021687
15436,131,SAM000021686
15437,157,SAM000021684
15438,15,SAM000021682
15439,149,SAM000021680
15440,147,SAM000021679
15441,147,SAM000021678
15442,160,SAM000021676
15443,14,SAM000021675
15444,5,SAM000021674
15445,5,SAM000021673
15446,5,SAM000021672
15447,5,SAM000021671
15448,125,SAM000021645
15449,175,SAM000021897
15450,118,SAM000021644
15451,118,SAM000021642
15452,115,SAM000021614
15453,183,SAM000021613
15454,60,SAM000021612
15455,4,SAM000021611
15456,7,SAM000021610
15457,42,SAM000021609
15458,81,SAM000021608
15459,157,SAM000021606
15460,118,SAM000021605
15461,118,SAM000021615
15462,118,SAM000021604
15463,157,SAM000021602
15464,157,SAM000021601
15465,174,SAM000021600
15466,174,SAM000021599
15467,157,SAM000021598
15468,157,SAM000021597
15469,173,SAM000021596
15470,27,SAM000021595
15471,185,SAM000021594
15472,138,SAM000021603
15473,7,SAM000021616
15474,138,SAM000021617
15475,148,SAM000021619
15476,118,SAM000021641
15477,118,SAM000021640
15478,175,SAM000021639
15479,152,SAM000021638
15480,169,SAM000021637
15481,168,SAM000021636
15482,120,SAM000021635
15483,118,SAM000021634
15484,163,SAM000021633
15485,160,SAM000021632
15486,22,SAM000021631
15487,118,SAM000021630
15488,158,SAM000021628
15489,22,SAM000021627
15490,22,SAM000021625
15491,3,SAM000021624
15492,50,SAM000021622
15493,118,SAM000021621
15494,178,SAM000021620
15495,163,SAM000021643
15496,170,SAM000022705
15497,22,SAM000022706
15498,2,SAM000022707
15499,157,SAM000023783
15500,2,SAM000023782
15501,22,SAM000023781
15502,7,SAM000023780
15503,22,SAM000023778
15504,128,SAM000023777
15505,152,SAM000023776
15506,149,SAM000023775
15507,175,SAM000023784
15508,2,SAM000023774
15509,158,SAM000023771
15510,120,SAM000023770
15511,7,SAM000023768
15512,81,SAM000023766
15513,15,SAM000023765
15514,15,SAM000023764
15515,7,SAM000023773
15516,15,SAM000023763
15517,2,SAM000023786
15518,165,SAM000023788
15519,15,SAM000023808
15520,115,SAM000023807
15521,148,SAM000023806
15522,134,SAM000023805
15523,7,SAM000023804
15524,115,SAM000023803
15525,163,SAM000023802
15526,120,SAM000023801
15527,141,SAM000023800
15528,165,SAM000023787
15529,7,SAM000023799
15530,81,SAM000023797
15531,157,SAM000023795
15532,22,SAM000023794
15533,115,SAM000023793
15534,115,SAM000023792
15535,138,SAM000023791
15536,157,SAM000023790
15537,157,SAM000023789
15538,42,SAM000023798
15539,7,SAM000023762
15540,128,SAM000023761
15541,50,SAM000023760
15542,160,SAM000023733
15543,15,SAM000023732
15544,14,SAM000023731
15545,14,SAM000023730
15546,14,SAM000023729
15547,14,SAM000023728
15548,3,SAM000023727
15549,134,SAM000023726
15550,147,SAM000023735
15551,3,SAM000023725
15552,15,SAM000023723
15553,3,SAM000023722
15554,3,SAM000023721
15555,7,SAM000023720
15556,157,SAM000023719
15557,2,SAM000023718
15558,4,SAM000023717
15559,7,SAM000023716
15560,138,SAM000023715
15561,147,SAM000023736
15562,2,SAM000023737
15563,131,SAM000023738
15564,125,SAM000023759
15565,152,SAM000023758
15566,150,SAM000023757
