id,annotation_id,type,project_id,experiment_id,omics_id,sample_id,celltype_id,celltype_name,celltype_ontology,root_celltype_id,father_celltype_id,path,celltype_number
228473,ANO000000174,1,293,298,SCT000000270,SAM000181780,3556,Megakaryocyte,,3556,,/3556,22
228474,ANO000000174,1,293,298,SCT000000270,SAM000181780,3503,Hep-neonatal,,3503,,/3503,313
228475,ANO000000174,1,293,298,SCT000000270,SAM000181780,3559,Pro-B,,3559,,/3559,201
228476,ANO000000174,1,293,298,SCT000000270,SAM000181780,3578,iNP,,3578,,/3578,63
228477,ANO000000174,1,293,298,SCT000000270,SAM000181780,2340,Monocyte,,2340,,/2340,148
228478,ANO000000174,1,293,298,SCT000000270,SAM000181780,3568,HPC,,3568,,/3568,30
228479,ANO000000174,1,293,298,SCT000000270,SAM000181780,3516,Erythrocyte,,3516,,/3516,118
228480,ANO000000174,1,293,298,SCT000000270,SAM000181780,3524,NK,,3524,,/3524,141
228481,ANO000000174,1,293,298,SCT000000270,SAM000181780,3550,B,CL:0000236,3550,,/3550,197
228482,ANO000000174,1,293,298,SCT000000270,SAM000181780,1370,pDC,,1370,,/1370,41
228483,ANO000000174,1,293,298,SCT000000270,SAM000181780,3575,Small Pre-B,,3575,,/3575,163
228484,ANO000000174,1,293,298,SCT000000270,SAM000181780,3489,HSC,,3489,,/3489,59
228485,ANO000000174,1,293,298,SCT000000270,SAM000181780,3584,Pro-erythroblast,,3584,,/3584,58
228486,ANO000000174,1,293,298,SCT000000270,SAM000181780,3497,GMP,,3497,,/3497,18
228487,ANO000000174,1,293,298,SCT000000270,SAM000181780,3609,Cholangiocyte,,3609,,/3609,15
228488,ANO000000174,1,293,298,SCT000000270,SAM000181780,3564,Dcn+ Mac,,3564,,/3564,220
228489,ANO000000174,1,293,298,SCT000000270,SAM000181780,3603,mNP,,3603,,/3603,81
228490,ANO000000174,1,293,298,SCT000000270,SAM000181780,3534,Meso,,3534,,/3534,14
228491,ANO000000174,1,293,298,SCT000000270,SAM000181780,3589,aDC,,3589,,/3589,14
228492,ANO000000174,1,293,298,SCT000000270,SAM000181780,3569,Basophil,,3569,,/3569,15
228493,ANO000000174,1,293,298,SCT000000270,SAM000181780,3600,cDC2,,3600,,/3600,10
228494,ANO000000174,1,293,298,SCT000000270,SAM000181780,3485,Hep-D21,,3485,,/3485,1
228495,ANO000000174,1,293,298,SCT000000270,SAM000181779,3606,Erythroblast,,3606,,/3606,1901
228496,ANO000000174,1,293,298,SCT000000270,SAM000181779,3524,NK,,3524,,/3524,197
228497,ANO000000174,1,293,298,SCT000000270,SAM000181779,186,Kupffer,CL:0000091,186,,/186,626
228498,ANO000000174,1,293,298,SCT000000270,SAM000181779,3588,EC,,3588,,/3588,287
228499,ANO000000174,1,293,298,SCT000000270,SAM000181779,3545,imNP,,3545,,/3545,908
228500,ANO000000174,1,293,298,SCT000000270,SAM000181779,3584,Pro-erythroblast,,3584,,/3584,599
228501,ANO000000174,1,293,298,SCT000000270,SAM000181779,3578,iNP,,3578,,/3578,482
228502,ANO000000174,1,293,298,SCT000000270,SAM000181779,3559,Pro-B,,3559,,/3559,78
228503,ANO000000174,1,293,298,SCT000000270,SAM000181779,3487,Large Pre-B,,3487,,/3487,300
228504,ANO000000174,1,293,298,SCT000000270,SAM000181779,3516,Erythrocyte,,3516,,/3516,399
228505,ANO000000174,1,293,298,SCT000000270,SAM000181779,3503,Hep-neonatal,,3503,,/3503,390
228506,ANO000000174,1,293,298,SCT000000270,SAM000181779,2340,Monocyte,,2340,,/2340,353
228507,ANO000000174,1,293,298,SCT000000270,SAM000181779,3497,GMP,,3497,,/3497,109
228508,ANO000000174,1,293,298,SCT000000270,SAM000181779,3603,mNP,,3603,,/3603,75
228509,ANO000000174,1,293,298,SCT000000270,SAM000181779,3550,B,CL:0000236,3550,,/3550,342
228510,ANO000000174,1,293,298,SCT000000270,SAM000181779,3561,cDC1,,3561,,/3561,165
228511,ANO000000174,1,293,298,SCT000000270,SAM000181779,3569,Basophil,,3569,,/3569,36
228512,ANO000000174,1,293,298,SCT000000270,SAM000181779,3568,HPC,,3568,,/3568,139
228513,ANO000000174,1,293,298,SCT000000270,SAM000181779,3564,Dcn+ Mac,,3564,,/3564,40
228514,ANO000000174,1,293,298,SCT000000270,SAM000181779,3542,Fibroblast,,3542,,/3542,88
228515,ANO000000174,1,293,298,SCT000000270,SAM000181784,3500,Hep-D56,,3500,,/3500,5244
228516,ANO000000174,1,293,298,SCT000000270,SAM000181785,3588,EC,,3588,,/3588,3387
228517,ANO000000174,1,293,298,SCT000000270,SAM000181785,2340,Monocyte,,2340,,/2340,137
228518,ANO000000174,1,293,298,SCT000000270,SAM000181785,3524,NK,,3524,,/3524,459
228519,ANO000000174,1,293,298,SCT000000270,SAM000181785,3500,Hep-D56,,3500,,/3500,1457
228520,ANO000000174,1,293,298,SCT000000270,SAM000181785,3499,T,CL:0000084,3499,,/3499,1729
228521,ANO000000174,1,293,298,SCT000000270,SAM000181785,3550,B,CL:0000236,3550,,/3550,829
228522,ANO000000174,1,293,298,SCT000000270,SAM000181785,3561,cDC1,,3561,,/3561,208
228523,ANO000000174,1,293,298,SCT000000270,SAM000181785,3609,Cholangiocyte,,3609,,/3609,108
228524,ANO000000174,1,293,298,SCT000000270,SAM000181785,3600,cDC2,,3600,,/3600,258
228525,ANO000000174,1,293,298,SCT000000270,SAM000181785,3569,Basophil,,3569,,/3569,7
228526,ANO000000174,1,293,298,SCT000000270,SAM000181785,1370,pDC,,1370,,/1370,258
228527,ANO000000174,1,293,298,SCT000000270,SAM000181785,3534,Meso,,3534,,/3534,40
228528,ANO000000174,1,293,298,SCT000000270,SAM000181785,186,Kupffer,CL:0000091,186,,/186,282
228529,ANO000000174,1,293,298,SCT000000270,SAM000181785,3603,mNP,,3603,,/3603,37
228530,ANO000000174,1,293,298,SCT000000270,SAM000181785,3589,aDC,,3589,,/3589,23
228531,ANO000000174,1,293,298,SCT000000270,SAM000181785,3489,HSC,,3489,,/3489,24
228532,ANO000000174,1,293,298,SCT000000270,SAM000181785,3564,Dcn+ Mac,,3564,,/3564,17
228533,ANO000000174,1,293,298,SCT000000270,SAM000181785,3485,Hep-D21,,3485,,/3485,1
228534,ANO000000174,1,293,298,SCT000000270,SAM000181785,3568,HPC,,3568,,/3568,8
228535,ANO000000174,1,293,298,SCT000000270,SAM000181785,3606,Erythroblast,,3606,,/3606,15
228536,ANO000000174,1,293,298,SCT000000270,SAM000181785,3516,Erythrocyte,,3516,,/3516,4
228537,ANO000000174,1,293,298,SCT000000270,SAM000181785,3542,Fibroblast,,3542,,/3542,8
228538,ANO000000174,1,293,298,SCT000000270,SAM000181785,3575,Small Pre-B,,3575,,/3575,6
228539,ANO000000174,1,293,298,SCT000000270,SAM000181785,3584,Pro-erythroblast,,3584,,/3584,3
228540,ANO000000174,1,293,298,SCT000000270,SAM000181785,3545,imNP,,3545,,/3545,2
228541,ANO000000174,1,293,298,SCT000000270,SAM000181784,3550,B,CL:0000236,3550,,/3550,1
228542,ANO000000174,1,293,298,SCT000000270,SAM000181784,3564,Dcn+ Mac,,3564,,/3564,13
228543,ANO000000174,1,293,298,SCT000000270,SAM000181784,3600,cDC2,,3600,,/3600,24
228544,ANO000000174,1,293,298,SCT000000270,SAM000181784,2340,Monocyte,,2340,,/2340,12
228545,ANO000000174,1,293,298,SCT000000270,SAM000181784,3561,cDC1,,3561,,/3561,5
228546,ANO000000174,1,293,298,SCT000000270,SAM000181784,186,Kupffer,CL:0000091,186,,/186,15
228547,ANO000000174,1,293,298,SCT000000270,SAM000181784,3485,Hep-D21,,3485,,/3485,1
228548,ANO000000174,1,293,298,SCT000000270,SAM000181784,3499,T,CL:0000084,3499,,/3499,12
228549,ANO000000174,1,293,298,SCT000000270,SAM000181784,3588,EC,,3588,,/3588,50
228550,ANO000000174,1,293,298,SCT000000270,SAM000181785,3497,GMP,,3497,,/3497,1
228551,ANO000000174,1,293,298,SCT000000270,SAM000181785,3487,Large Pre-B,,3487,,/3487,1
228552,ANO000000174,1,293,298,SCT000000270,SAM000181783,3559,Pro-B,,3559,,/3559,36
228553,ANO000000174,1,293,298,SCT000000270,SAM000181783,3584,Pro-erythroblast,,3584,,/3584,3
228554,ANO000000174,1,293,298,SCT000000270,SAM000181783,3485,Hep-D21,,3485,,/3485,1
228555,ANO000000174,1,293,298,SCT000000270,SAM000181784,3524,NK,,3524,,/3524,3
228556,ANO000000174,1,293,298,SCT000000270,SAM000181783,3489,HSC,,3489,,/3489,6
228557,ANO000000174,1,293,298,SCT000000270,SAM000181783,3609,Cholangiocyte,,3609,,/3609,1
228558,ANO000000174,1,293,298,SCT000000270,SAM000181784,3609,Cholangiocyte,,3609,,/3609,3
228559,ANO000000174,1,293,298,SCT000000270,SAM000181784,3489,HSC,,3489,,/3489,6
228560,ANO000000174,1,293,298,SCT000000270,SAM000181784,1370,pDC,,1370,,/1370,5
228561,ANO000000174,1,293,298,SCT000000270,SAM000181784,3589,aDC,,3589,,/3589,1
228562,ANO000000174,1,293,298,SCT000000270,SAM000181784,3542,Fibroblast,,3542,,/3542,1
228563,ANO000000174,1,293,298,SCT000000270,SAM000181777,186,Kupffer,CL:0000091,186,,/186,332
228564,ANO000000174,1,293,298,SCT000000270,SAM000181777,3487,Large Pre-B,,3487,,/3487,571
228565,ANO000000174,1,293,298,SCT000000270,SAM000181777,3516,Erythrocyte,,3516,,/3516,535
228566,ANO000000174,1,293,298,SCT000000270,SAM000181777,3489,HSC,,3489,,/3489,77
228567,ANO000000174,1,293,298,SCT000000270,SAM000181777,3584,Pro-erythroblast,,3584,,/3584,940
228568,ANO000000174,1,293,298,SCT000000270,SAM000181777,3545,imNP,,3545,,/3545,1441
228569,ANO000000174,1,293,298,SCT000000270,SAM000181777,3524,NK,,3524,,/3524,51
228570,ANO000000174,1,293,298,SCT000000270,SAM000181777,3606,Erythroblast,,3606,,/3606,964
228571,ANO000000174,1,293,298,SCT000000270,SAM000181777,3497,GMP,,3497,,/3497,114
228572,ANO000000174,1,293,298,SCT000000270,SAM000181777,3503,Hep-neonatal,,3503,,/3503,464
228573,ANO000000174,1,293,298,SCT000000270,SAM000181777,3575,Small Pre-B,,3575,,/3575,483
228574,ANO000000174,1,293,298,SCT000000270,SAM000181777,3603,mNP,,3603,,/3603,24
228575,ANO000000174,1,293,298,SCT000000270,SAM000181777,3550,B,CL:0000236,3550,,/3550,73
228576,ANO000000174,1,293,298,SCT000000270,SAM000181777,3588,EC,,3588,,/3588,185
228577,ANO000000174,1,293,298,SCT000000270,SAM000181777,3568,HPC,,3568,,/3568,135
228578,ANO000000174,1,293,298,SCT000000270,SAM000181777,3578,iNP,,3578,,/3578,262
228579,ANO000000174,1,293,298,SCT000000270,SAM000181777,3556,Megakaryocyte,,3556,,/3556,36
228580,ANO000000174,1,293,298,SCT000000270,SAM000181777,3534,Meso,,3534,,/3534,13
228581,ANO000000174,1,293,298,SCT000000270,SAM000181777,3559,Pro-B,,3559,,/3559,153
228582,ANO000000174,1,293,298,SCT000000270,SAM000181777,2340,Monocyte,,2340,,/2340,181
228583,ANO000000174,1,293,298,SCT000000270,SAM000181777,1370,pDC,,1370,,/1370,24
228584,ANO000000174,1,293,298,SCT000000270,SAM000181777,3499,T,CL:0000084,3499,,/3499,6
228585,ANO000000174,1,293,298,SCT000000270,SAM000181777,3542,Fibroblast,,3542,,/3542,79
228586,ANO000000174,1,293,298,SCT000000270,SAM000181777,3564,Dcn+ Mac,,3564,,/3564,19
228587,ANO000000174,1,293,298,SCT000000270,SAM000181777,3561,cDC1,,3561,,/3561,48
228588,ANO000000174,1,293,298,SCT000000270,SAM000181777,3609,Cholangiocyte,,3609,,/3609,12
228589,ANO000000174,1,293,298,SCT000000270,SAM000181777,3569,Basophil,,3569,,/3569,18
228590,ANO000000174,1,293,298,SCT000000270,SAM000181777,3600,cDC2,,3600,,/3600,1
228591,ANO000000174,1,293,298,SCT000000270,SAM000181778,3550,B,CL:0000236,3550,,/3550,456
228592,ANO000000174,1,293,298,SCT000000270,SAM000181778,3487,Large Pre-B,,3487,,/3487,186
228593,ANO000000174,1,293,298,SCT000000270,SAM000181778,3564,Dcn+ Mac,,3564,,/3564,5
228594,ANO000000174,1,293,298,SCT000000270,SAM000181778,186,Kupffer,CL:0000091,186,,/186,458
228595,ANO000000174,1,293,298,SCT000000270,SAM000181778,3499,T,CL:0000084,3499,,/3499,91
228596,ANO000000174,1,293,298,SCT000000270,SAM000181778,3588,EC,,3588,,/3588,216
228597,ANO000000174,1,293,298,SCT000000270,SAM000181778,3545,imNP,,3545,,/3545,820
228598,ANO000000174,1,293,298,SCT000000270,SAM000181778,3606,Erythroblast,,3606,,/3606,404
228599,ANO000000174,1,293,298,SCT000000270,SAM000181778,3524,NK,,3524,,/3524,228
228600,ANO000000174,1,293,298,SCT000000270,SAM000181778,3578,iNP,,3578,,/3578,145
228601,ANO000000174,1,293,298,SCT000000270,SAM000181778,3516,Erythrocyte,,3516,,/3516,436
228602,ANO000000174,1,293,298,SCT000000270,SAM000181778,3584,Pro-erythroblast,,3584,,/3584,356
228603,ANO000000174,1,293,298,SCT000000270,SAM000181778,3503,Hep-neonatal,,3503,,/3503,72
228604,ANO000000174,1,293,298,SCT000000270,SAM000181778,3575,Small Pre-B,,3575,,/3575,434
228605,ANO000000174,1,293,298,SCT000000270,SAM000181778,2340,Monocyte,,2340,,/2340,218
228606,ANO000000174,1,293,298,SCT000000270,SAM000181778,3497,GMP,,3497,,/3497,61
228607,ANO000000174,1,293,298,SCT000000270,SAM000181778,3534,Meso,,3534,,/3534,8
228608,ANO000000174,1,293,298,SCT000000270,SAM000181778,3561,cDC1,,3561,,/3561,162
228609,ANO000000174,1,293,298,SCT000000270,SAM000181778,3542,Fibroblast,,3542,,/3542,52
228610,ANO000000174,1,293,298,SCT000000270,SAM000181778,3559,Pro-B,,3559,,/3559,54
228611,ANO000000174,1,293,298,SCT000000270,SAM000181778,3603,mNP,,3603,,/3603,102
228612,ANO000000174,1,293,298,SCT000000270,SAM000181778,3568,HPC,,3568,,/3568,58
228613,ANO000000174,1,293,298,SCT000000270,SAM000181778,3489,HSC,,3489,,/3489,26
228614,ANO000000174,1,293,298,SCT000000270,SAM000181778,3556,Megakaryocyte,,3556,,/3556,26
228615,ANO000000174,1,293,298,SCT000000270,SAM000181778,3589,aDC,,3589,,/3589,19
228616,ANO000000174,1,293,298,SCT000000270,SAM000181778,3569,Basophil,,3569,,/3569,20
228617,ANO000000174,1,293,298,SCT000000270,SAM000181778,1370,pDC,,1370,,/1370,20
228618,ANO000000174,1,293,298,SCT000000270,SAM000181778,3600,cDC2,,3600,,/3600,8
228619,ANO000000174,1,293,298,SCT000000270,SAM000181778,3609,Cholangiocyte,,3609,,/3609,6
228620,ANO000000174,1,293,298,SCT000000270,SAM000181776,3575,Small Pre-B,,3575,,/3575,120
228621,ANO000000174,1,293,298,SCT000000270,SAM000181776,3497,GMP,,3497,,/3497,62
228622,ANO000000174,1,293,298,SCT000000270,SAM000181776,2340,Monocyte,,2340,,/2340,160
228623,ANO000000174,1,293,298,SCT000000270,SAM000181776,3545,imNP,,3545,,/3545,637
228624,ANO000000174,1,293,298,SCT000000270,SAM000181776,3550,B,CL:0000236,3550,,/3550,166
228625,ANO000000174,1,293,298,SCT000000270,SAM000181776,3578,iNP,,3578,,/3578,117
228626,ANO000000174,1,293,298,SCT000000270,SAM000181776,3603,mNP,,3603,,/3603,66
228627,ANO000000174,1,293,298,SCT000000270,SAM000181776,3524,NK,,3524,,/3524,38
228628,ANO000000174,1,293,298,SCT000000270,SAM000181776,186,Kupffer,CL:0000091,186,,/186,133
228629,ANO000000174,1,293,298,SCT000000270,SAM000181776,3606,Erythroblast,,3606,,/3606,151
228630,ANO000000174,1,293,298,SCT000000270,SAM000181776,3584,Pro-erythroblast,,3584,,/3584,419
228631,ANO000000174,1,293,298,SCT000000270,SAM000181776,3487,Large Pre-B,,3487,,/3487,85
228632,ANO000000174,1,293,298,SCT000000270,SAM000181776,3588,EC,,3588,,/3588,74
228633,ANO000000174,1,293,298,SCT000000270,SAM000181776,3561,cDC1,,3561,,/3561,17
228634,ANO000000174,1,293,298,SCT000000270,SAM000181776,3568,HPC,,3568,,/3568,46
228635,ANO000000174,1,293,298,SCT000000270,SAM000181776,3503,Hep-neonatal,,3503,,/3503,84
228636,ANO000000174,1,293,298,SCT000000270,SAM000181776,3499,T,CL:0000084,3499,,/3499,8
228637,ANO000000174,1,293,298,SCT000000270,SAM000181776,3569,Basophil,,3569,,/3569,13
228638,ANO000000174,1,293,298,SCT000000270,SAM000181776,3609,Cholangiocyte,,3609,,/3609,3
228639,ANO000000174,1,293,298,SCT000000270,SAM000181776,1370,pDC,,1370,,/1370,6
228640,ANO000000174,1,293,298,SCT000000270,SAM000181776,3516,Erythrocyte,,3516,,/3516,46
228641,ANO000000174,1,293,298,SCT000000270,SAM000181776,3556,Megakaryocyte,,3556,,/3556,14
228642,ANO000000174,1,293,298,SCT000000270,SAM000181776,3559,Pro-B,,3559,,/3559,14
228643,ANO000000174,1,293,298,SCT000000270,SAM000181776,3564,Dcn+ Mac,,3564,,/3564,4
228644,ANO000000174,1,293,298,SCT000000270,SAM000181776,3542,Fibroblast,,3542,,/3542,4
228645,ANO000000174,1,293,298,SCT000000270,SAM000181776,3485,Hep-D21,,3485,,/3485,2
228646,ANO000000174,1,293,298,SCT000000270,SAM000181776,3489,HSC,,3489,,/3489,4
228647,ANO000000174,1,293,298,SCT000000270,SAM000181776,3600,cDC2,,3600,,/3600,1
228648,ANO000000174,1,293,298,SCT000000270,SAM000181776,3534,Meso,,3534,,/3534,2
228649,ANO000000174,1,293,298,SCT000000270,SAM000181779,3575,Small Pre-B,,3575,,/3575,216
228650,ANO000000174,1,293,298,SCT000000270,SAM000181779,3489,HSC,,3489,,/3489,68
228651,ANO000000174,1,293,298,SCT000000270,SAM000181779,3534,Meso,,3534,,/3534,16
228652,ANO000000174,1,293,298,SCT000000270,SAM000181779,3609,Cholangiocyte,,3609,,/3609,26
228653,ANO000000174,1,293,298,SCT000000270,SAM000181779,3556,Megakaryocyte,,3556,,/3556,47
228654,ANO000000174,1,293,298,SCT000000270,SAM000181779,1370,pDC,,1370,,/1370,20
228655,ANO000000174,1,293,298,SCT000000270,SAM000181779,3499,T,CL:0000084,3499,,/3499,21
228656,ANO000000174,1,293,298,SCT000000270,SAM000181779,3589,aDC,,3589,,/3589,5
228657,ANO000000174,1,293,298,SCT000000270,SAM000181779,3600,cDC2,,3600,,/3600,11
228658,ANO000000174,1,293,298,SCT000000270,SAM000181778,3485,Hep-D21,,3485,,/3485,1
228659,ANO000000175,1,294,299,SCT000000271,SAM000181816,3620,NCAM1-FCGR3A+ NK,,3620,,/3620,1208
228660,ANO000000175,1,294,299,SCT000000271,SAM000181816,3614,Naive CD8 T cell,,3614,,/3614,297
228661,ANO000000175,1,294,299,SCT000000271,SAM000181816,3521,Naive CD4 T cell,,3521,,/3521,845
228662,ANO000000175,1,294,299,SCT000000271,SAM000181816,3490,FCGR3A+ Monocyte,,3490,,/3490,207
228663,ANO000000175,1,294,299,SCT000000271,SAM000181816,3592,Effector CD8 T cell,,3592,,/3592,588
228664,ANO000000175,1,294,299,SCT000000271,SAM000181816,3560,Naive unswitched B cell,,3560,,/3560,229
228665,ANO000000175,1,294,299,SCT000000271,SAM000181816,3593,FCGR3A- Monocyte,,3593,,/3593,404
228666,ANO000000175,1,294,299,SCT000000271,SAM000181816,2529,Myeloid cell,,2529,,/2529,78
228667,ANO000000175,1,294,299,SCT000000271,SAM000181816,3572,Memory CD8 T cell,,3572,,/3572,667
228668,ANO000000175,1,294,299,SCT000000271,SAM000181796,3560,Naive unswitched B cell,,3560,,/3560,429
228669,ANO000000175,1,294,299,SCT000000271,SAM000181816,3499,T cell,CL:0000084,3499,,/3499,52
228670,ANO000000175,1,294,299,SCT000000271,SAM000181796,3521,Naive CD4 T cell,,3521,,/3521,707
228671,ANO000000175,1,294,299,SCT000000271,SAM000181816,3550,B cell,CL:0000236,3550,,/3550,20
228672,ANO000000175,1,294,299,SCT000000271,SAM000181816,3494,Resting memory B cell,,3494,,/3494,58
228673,ANO000000175,1,294,299,SCT000000271,SAM000181796,3572,Memory CD8 T cell,,3572,,/3572,1069
228674,ANO000000175,1,294,299,SCT000000271,SAM000181816,3555,NKT and NK cell,,3555,,/3555,8
228675,ANO000000175,1,294,299,SCT000000271,SAM000181796,3593,FCGR3A- Monocyte,,3593,,/3593,360
228676,ANO000000175,1,294,299,SCT000000271,SAM000181796,3620,NCAM1-FCGR3A+ NK,,3620,,/3620,745
228677,ANO000000175,1,294,299,SCT000000271,SAM000181796,3494,Resting memory B cell,,3494,,/3494,149
228678,ANO000000175,1,294,299,SCT000000271,SAM000181796,3540,Exhausted CD8 T cell,,3540,,/3540,39
228679,ANO000000175,1,294,299,SCT000000271,SAM000181796,3614,Naive CD8 T cell,,3614,,/3614,266
228680,ANO000000175,1,294,299,SCT000000271,SAM000181796,3519,Activate memory B cell,,3519,,/3519,93
228681,ANO000000175,1,294,299,SCT000000271,SAM000181796,2529,Myeloid cell,,2529,,/2529,94
228682,ANO000000175,1,294,299,SCT000000271,SAM000181796,3592,Effector CD8 T cell,,3592,,/3592,102
228683,ANO000000175,1,294,299,SCT000000271,SAM000181796,3555,NKT and NK cell,,3555,,/3555,50
228684,ANO000000175,1,294,299,SCT000000271,SAM000181796,3490,FCGR3A+ Monocyte,,3490,,/3490,88
228685,ANO000000175,1,294,299,SCT000000271,SAM000181796,3499,T cell,CL:0000084,3499,,/3499,51
228686,ANO000000175,1,294,299,SCT000000271,SAM000181796,3550,B cell,CL:0000236,3550,,/3550,49
228687,ANO000000175,1,294,299,SCT000000271,SAM000181816,3612,NCAM1+FCGR3A+ NK,,3612,,/3612,5
228688,ANO000000175,1,294,299,SCT000000271,SAM000181816,3519,Activate memory B cell,,3519,,/3519,56
228689,ANO000000175,1,294,299,SCT000000271,SAM000181816,3540,Exhausted CD8 T cell,,3540,,/3540,16
228690,ANO000000175,1,294,299,SCT000000271,SAM000181816,3596,NCAM1+FCGR3A- NK,,3596,,/3596,32
228691,ANO000000175,1,294,299,SCT000000271,SAM000181816,3618,Transitional B cell,,3618,,/3618,15
228692,ANO000000175,1,294,299,SCT000000271,SAM000181816,3604,NK T cell,,3604,,/3604,12
228693,ANO000000175,1,294,299,SCT000000271,SAM000181816,3617,NK cell,,3617,,/3617,13
228694,ANO000000175,1,294,299,SCT000000271,SAM000181796,3618,Transitional B cell,,3618,,/3618,7
228695,ANO000000175,1,294,299,SCT000000271,SAM000181796,3596,NCAM1+FCGR3A- NK,,3596,,/3596,24
228696,ANO000000175,1,294,299,SCT000000271,SAM000181796,3612,NCAM1+FCGR3A+ NK,,3612,,/3612,2
228697,ANO000000175,1,294,299,SCT000000271,SAM000181796,3547,Plasmablast cell,,3547,,/3547,15
228698,ANO000000175,1,294,299,SCT000000271,SAM000181816,3547,Plasmablast cell,,3547,,/3547,5
228699,ANO000000175,1,294,299,SCT000000271,SAM000181794,2529,Myeloid cell,,2529,,/2529,71
228700,ANO000000175,1,294,299,SCT000000271,SAM000181794,3494,Resting memory B cell,,3494,,/3494,594
228701,ANO000000175,1,294,299,SCT000000271,SAM000181794,3521,Naive CD4 T cell,,3521,,/3521,835
228702,ANO000000175,1,294,299,SCT000000271,SAM000181794,3550,B cell,CL:0000236,3550,,/3550,110
228703,ANO000000175,1,294,299,SCT000000271,SAM000181794,3618,Transitional B cell,,3618,,/3618,63
228704,ANO000000175,1,294,299,SCT000000271,SAM000181794,3519,Activate memory B cell,,3519,,/3519,146
228705,ANO000000175,1,294,299,SCT000000271,SAM000181794,3560,Naive unswitched B cell,,3560,,/3560,865
228706,ANO000000175,1,294,299,SCT000000271,SAM000181794,3614,Naive CD8 T cell,,3614,,/3614,155
228707,ANO000000175,1,294,299,SCT000000271,SAM000181794,3572,Memory CD8 T cell,,3572,,/3572,253
228708,ANO000000175,1,294,299,SCT000000271,SAM000181794,3604,NK T cell,,3604,,/3604,19
228709,ANO000000175,1,294,299,SCT000000271,SAM000181794,3540,Exhausted CD8 T cell,,3540,,/3540,23
228710,ANO000000175,1,294,299,SCT000000271,SAM000181794,3620,NCAM1-FCGR3A+ NK,,3620,,/3620,83
228711,ANO000000175,1,294,299,SCT000000271,SAM000181794,3499,T cell,CL:0000084,3499,,/3499,66
228712,ANO000000175,1,294,299,SCT000000271,SAM000181794,3593,FCGR3A- Monocyte,,3593,,/3593,16
228713,ANO000000175,1,294,299,SCT000000271,SAM000181794,3592,Effector CD8 T cell,,3592,,/3592,14
228714,ANO000000175,1,294,299,SCT000000271,SAM000181794,3490,FCGR3A+ Monocyte,,3490,,/3490,28
228715,ANO000000175,1,294,299,SCT000000271,SAM000181794,3555,NKT and NK cell,,3555,,/3555,9
228716,ANO000000175,1,294,299,SCT000000271,SAM000181796,3604,NK T cell,,3604,,/3604,3
228717,ANO000000175,1,294,299,SCT000000271,SAM000181814,3521,Naive CD4 T cell,,3521,,/3521,550
228718,ANO000000175,1,294,299,SCT000000271,SAM000181814,3494,Resting memory B cell,,3494,,/3494,206
228719,ANO000000175,1,294,299,SCT000000271,SAM000181814,3572,Memory CD8 T cell,,3572,,/3572,377
228720,ANO000000175,1,294,299,SCT000000271,SAM000181814,3593,FCGR3A- Monocyte,,3593,,/3593,25
228721,ANO000000175,1,294,299,SCT000000271,SAM000181814,3618,Transitional B cell,,3618,,/3618,83
228722,ANO000000175,1,294,299,SCT000000271,SAM000181814,3499,T cell,CL:0000084,3499,,/3499,186
228723,ANO000000175,1,294,299,SCT000000271,SAM000181814,3560,Naive unswitched B cell,,3560,,/3560,276
228724,ANO000000175,1,294,299,SCT000000271,SAM000181814,3547,Plasmablast cell,,3547,,/3547,19
228725,ANO000000175,1,294,299,SCT000000271,SAM000181814,3614,Naive CD8 T cell,,3614,,/3614,162
228726,ANO000000175,1,294,299,SCT000000271,SAM000181814,2529,Myeloid cell,,2529,,/2529,81
228727,ANO000000175,1,294,299,SCT000000271,SAM000181814,3620,NCAM1-FCGR3A+ NK,,3620,,/3620,104
228728,ANO000000175,1,294,299,SCT000000271,SAM000181814,3555,NKT and NK cell,,3555,,/3555,6
228729,ANO000000175,1,294,299,SCT000000271,SAM000181814,3519,Activate memory B cell,,3519,,/3519,53
228730,ANO000000175,1,294,299,SCT000000271,SAM000181814,3540,Exhausted CD8 T cell,,3540,,/3540,58
228731,ANO000000175,1,294,299,SCT000000271,SAM000181814,3604,NK T cell,,3604,,/3604,27
228732,ANO000000175,1,294,299,SCT000000271,SAM000181814,3550,B cell,CL:0000236,3550,,/3550,46
228733,ANO000000175,1,294,299,SCT000000271,SAM000181814,3592,Effector CD8 T cell,,3592,,/3592,16
228734,ANO000000175,1,294,299,SCT000000271,SAM000181814,3490,FCGR3A+ Monocyte,,3490,,/3490,18
228735,ANO000000175,1,294,299,SCT000000271,SAM000181812,3540,Exhausted CD8 T cell,,3540,,/3540,514
228736,ANO000000175,1,294,299,SCT000000271,SAM000181812,3572,Memory CD8 T cell,,3572,,/3572,599
228737,ANO000000175,1,294,299,SCT000000271,SAM000181812,3560,Naive unswitched B cell,,3560,,/3560,255
228738,ANO000000175,1,294,299,SCT000000271,SAM000181812,3494,Resting memory B cell,,3494,,/3494,244
228739,ANO000000175,1,294,299,SCT000000271,SAM000181812,3521,Naive CD4 T cell,,3521,,/3521,716
228740,ANO000000175,1,294,299,SCT000000271,SAM000181812,3499,T cell,CL:0000084,3499,,/3499,399
228741,ANO000000175,1,294,299,SCT000000271,SAM000181812,3547,Plasmablast cell,,3547,,/3547,109
