id,annotation_id,type,project_id,experiment_id,omics_id,sample_id,celltype_id,celltype_name,celltype_ontology,root_celltype_id,father_celltype_id,path,celltype_number
229055,ANO000000178,1,297,302,SCT000000274,SAM000183139,3608,dendritic cells and monocyte,,3608,,/3608,2
229056,ANO000000178,1,297,302,SCT000000274,SAM000183140,3608,dendritic cells and monocyte,,3608,,/3608,2
229057,ANO000000178,1,297,302,SCT000000274,SAM000183141,3608,dendritic cells and monocyte,,3608,,/3608,2
229058,ANO000000178,1,297,302,SCT000000274,SAM000183143,3608,dendritic cells and monocyte,,3608,,/3608,2
229059,ANO000000178,1,297,302,SCT000000274,SAM000183129,3608,dendritic cells and monocyte,,3608,,/3608,2
229060,ANO000000178,1,297,302,SCT000000274,SAM000183177,3608,dendritic cells and monocyte,,3608,,/3608,2
229061,ANO000000178,1,297,302,SCT000000274,SAM000183179,3608,dendritic cells and monocyte,,3608,,/3608,2
229062,ANO000000178,1,297,302,SCT000000274,SAM000183180,3608,dendritic cells and monocyte,,3608,,/3608,2
229063,ANO000000178,1,297,302,SCT000000274,SAM000183214,3608,dendritic cells and monocyte,,3608,,/3608,2
229064,ANO000000178,1,297,302,SCT000000274,SAM000183215,3608,dendritic cells and monocyte,,3608,,/3608,2
229065,ANO000000178,1,297,302,SCT000000274,SAM000183216,3608,dendritic cells and monocyte,,3608,,/3608,2
229066,ANO000000178,1,297,302,SCT000000274,SAM000183218,3608,dendritic cells and monocyte,,3608,,/3608,2
229067,ANO000000178,1,297,302,SCT000000274,SAM000183219,3608,dendritic cells and monocyte,,3608,,/3608,2
229068,ANO000000178,1,297,302,SCT000000274,SAM000183220,3608,dendritic cells and monocyte,,3608,,/3608,2
229069,ANO000000178,1,297,302,SCT000000274,SAM000183221,3608,dendritic cells and monocyte,,3608,,/3608,2
229070,ANO000000178,1,297,302,SCT000000274,SAM000183222,3608,dendritic cells and monocyte,,3608,,/3608,2
229071,ANO000000178,1,297,302,SCT000000274,SAM000183223,3608,dendritic cells and monocyte,,3608,,/3608,2
229072,ANO000000178,1,297,302,SCT000000274,SAM000183224,3608,dendritic cells and monocyte,,3608,,/3608,2
229073,ANO000000178,1,297,302,SCT000000274,SAM000183225,3608,dendritic cells and monocyte,,3608,,/3608,2
229074,ANO000000178,1,297,302,SCT000000274,SAM000183226,3608,dendritic cells and monocyte,,3608,,/3608,2
229075,ANO000000178,1,297,302,SCT000000274,SAM000183227,3608,dendritic cells and monocyte,,3608,,/3608,2
229076,ANO000000178,1,297,302,SCT000000274,SAM000183213,3608,dendritic cells and monocyte,,3608,,/3608,2
229077,ANO000000178,1,297,302,SCT000000274,SAM000183228,3608,dendritic cells and monocyte,,3608,,/3608,2
229078,ANO000000178,1,297,302,SCT000000274,SAM000183230,3608,dendritic cells and monocyte,,3608,,/3608,2
229079,ANO000000178,1,297,302,SCT000000274,SAM000183231,3608,dendritic cells and monocyte,,3608,,/3608,2
229080,ANO000000178,1,297,302,SCT000000274,SAM000183232,3608,dendritic cells and monocyte,,3608,,/3608,2
229081,ANO000000178,1,297,302,SCT000000274,SAM000183233,3608,dendritic cells and monocyte,,3608,,/3608,2
229082,ANO000000178,1,297,302,SCT000000274,SAM000183234,3608,dendritic cells and monocyte,,3608,,/3608,2
229083,ANO000000178,1,297,302,SCT000000274,SAM000183235,3608,dendritic cells and monocyte,,3608,,/3608,2
229084,ANO000000178,1,297,302,SCT000000274,SAM000183236,3608,dendritic cells and monocyte,,3608,,/3608,2
229085,ANO000000178,1,297,302,SCT000000274,SAM000183237,3608,dendritic cells and monocyte,,3608,,/3608,2
229086,ANO000000178,1,297,302,SCT000000274,SAM000183238,3608,dendritic cells and monocyte,,3608,,/3608,2
229087,ANO000000178,1,297,302,SCT000000274,SAM000183239,3608,dendritic cells and monocyte,,3608,,/3608,2
229088,ANO000000178,1,297,302,SCT000000274,SAM000183240,3608,dendritic cells and monocyte,,3608,,/3608,2
229089,ANO000000178,1,297,302,SCT000000274,SAM000183241,3608,dendritic cells and monocyte,,3608,,/3608,2
229090,ANO000000178,1,297,302,SCT000000274,SAM000183242,3608,dendritic cells and monocyte,,3608,,/3608,2
229091,ANO000000178,1,297,302,SCT000000274,SAM000183229,3608,dendritic cells and monocyte,,3608,,/3608,2
229092,ANO000000178,1,297,302,SCT000000274,SAM000183112,3608,dendritic cells and monocyte,,3608,,/3608,2
229093,ANO000000178,1,297,302,SCT000000274,SAM000183212,3608,dendritic cells and monocyte,,3608,,/3608,2
229094,ANO000000178,1,297,302,SCT000000274,SAM000183210,3608,dendritic cells and monocyte,,3608,,/3608,2
229095,ANO000000178,1,297,302,SCT000000274,SAM000183181,3608,dendritic cells and monocyte,,3608,,/3608,2
229096,ANO000000178,1,297,302,SCT000000274,SAM000183182,3608,dendritic cells and monocyte,,3608,,/3608,2
229097,ANO000000178,1,297,302,SCT000000274,SAM000183183,3608,dendritic cells and monocyte,,3608,,/3608,2
229098,ANO000000178,1,297,302,SCT000000274,SAM000183184,3608,dendritic cells and monocyte,,3608,,/3608,2
229099,ANO000000178,1,297,302,SCT000000274,SAM000183185,3608,dendritic cells and monocyte,,3608,,/3608,2
229100,ANO000000178,1,297,302,SCT000000274,SAM000183186,3608,dendritic cells and monocyte,,3608,,/3608,2
229101,ANO000000178,1,297,302,SCT000000274,SAM000183187,3608,dendritic cells and monocyte,,3608,,/3608,2
229102,ANO000000178,1,297,302,SCT000000274,SAM000183188,3608,dendritic cells and monocyte,,3608,,/3608,2
229103,ANO000000178,1,297,302,SCT000000274,SAM000183189,3608,dendritic cells and monocyte,,3608,,/3608,2
229104,ANO000000178,1,297,302,SCT000000274,SAM000183190,3608,dendritic cells and monocyte,,3608,,/3608,1
229105,ANO000000178,1,297,302,SCT000000274,SAM000183191,3608,dendritic cells and monocyte,,3608,,/3608,2
229106,ANO000000178,1,297,302,SCT000000274,SAM000183192,3608,dendritic cells and monocyte,,3608,,/3608,2
229107,ANO000000178,1,297,302,SCT000000274,SAM000183193,3608,dendritic cells and monocyte,,3608,,/3608,2
229108,ANO000000178,1,297,302,SCT000000274,SAM000183211,3608,dendritic cells and monocyte,,3608,,/3608,2
229109,ANO000000178,1,297,302,SCT000000274,SAM000183194,3608,dendritic cells and monocyte,,3608,,/3608,2
229110,ANO000000178,1,297,302,SCT000000274,SAM000183196,3608,dendritic cells and monocyte,,3608,,/3608,2
229111,ANO000000178,1,297,302,SCT000000274,SAM000183197,3608,dendritic cells and monocyte,,3608,,/3608,2
229112,ANO000000178,1,297,302,SCT000000274,SAM000183198,3608,dendritic cells and monocyte,,3608,,/3608,2
229113,ANO000000178,1,297,302,SCT000000274,SAM000183199,3608,dendritic cells and monocyte,,3608,,/3608,2
229114,ANO000000178,1,297,302,SCT000000274,SAM000183200,3608,dendritic cells and monocyte,,3608,,/3608,2
229115,ANO000000178,1,297,302,SCT000000274,SAM000183201,3608,dendritic cells and monocyte,,3608,,/3608,2
229116,ANO000000178,1,297,302,SCT000000274,SAM000183202,3608,dendritic cells and monocyte,,3608,,/3608,2
229117,ANO000000178,1,297,302,SCT000000274,SAM000183203,3608,dendritic cells and monocyte,,3608,,/3608,2
229118,ANO000000178,1,297,302,SCT000000274,SAM000183204,3608,dendritic cells and monocyte,,3608,,/3608,2
229119,ANO000000178,1,297,302,SCT000000274,SAM000183205,3608,dendritic cells and monocyte,,3608,,/3608,2
229120,ANO000000178,1,297,302,SCT000000274,SAM000183206,3608,dendritic cells and monocyte,,3608,,/3608,2
229121,ANO000000178,1,297,302,SCT000000274,SAM000183207,3608,dendritic cells and monocyte,,3608,,/3608,2
229122,ANO000000178,1,297,302,SCT000000274,SAM000183209,3608,dendritic cells and monocyte,,3608,,/3608,2
229123,ANO000000178,1,297,302,SCT000000274,SAM000183195,3608,dendritic cells and monocyte,,3608,,/3608,2
229124,ANO000000178,1,297,302,SCT000000274,SAM000183243,3608,dendritic cells and monocyte,,3608,,/3608,2
229125,ANO000000178,1,297,302,SCT000000274,SAM000183111,3608,dendritic cells and monocyte,,3608,,/3608,2
229126,ANO000000178,1,297,302,SCT000000274,SAM000183109,3608,dendritic cells and monocyte,,3608,,/3608,2
229127,ANO000000178,1,297,302,SCT000000274,SAM000183015,3608,dendritic cells and monocyte,,3608,,/3608,2
229128,ANO000000178,1,297,302,SCT000000274,SAM000183016,3608,dendritic cells and monocyte,,3608,,/3608,2
229129,ANO000000178,1,297,302,SCT000000274,SAM000183017,3608,dendritic cells and monocyte,,3608,,/3608,2
229130,ANO000000178,1,297,302,SCT000000274,SAM000183018,3608,dendritic cells and monocyte,,3608,,/3608,2
229131,ANO000000178,1,297,302,SCT000000274,SAM000183019,3608,dendritic cells and monocyte,,3608,,/3608,2
229132,ANO000000178,1,297,302,SCT000000274,SAM000183020,3608,dendritic cells and monocyte,,3608,,/3608,2
229133,ANO000000178,1,297,302,SCT000000274,SAM000183021,3608,dendritic cells and monocyte,,3608,,/3608,2
229134,ANO000000178,1,297,302,SCT000000274,SAM000183022,3608,dendritic cells and monocyte,,3608,,/3608,2
229135,ANO000000178,1,297,302,SCT000000274,SAM000183023,3608,dendritic cells and monocyte,,3608,,/3608,2
229136,ANO000000178,1,297,302,SCT000000274,SAM000183024,3608,dendritic cells and monocyte,,3608,,/3608,2
229137,ANO000000178,1,297,302,SCT000000274,SAM000183026,3608,dendritic cells and monocyte,,3608,,/3608,2
229138,ANO000000178,1,297,302,SCT000000274,SAM000183027,3608,dendritic cells and monocyte,,3608,,/3608,2
229139,ANO000000178,1,297,302,SCT000000274,SAM000183028,3608,dendritic cells and monocyte,,3608,,/3608,2
229140,ANO000000178,1,297,302,SCT000000274,SAM000183029,3608,dendritic cells and monocyte,,3608,,/3608,2
229141,ANO000000178,1,297,302,SCT000000274,SAM000183030,3608,dendritic cells and monocyte,,3608,,/3608,2
229142,ANO000000178,1,297,302,SCT000000274,SAM000183031,3608,dendritic cells and monocyte,,3608,,/3608,2
229143,ANO000000178,1,297,302,SCT000000274,SAM000183033,3608,dendritic cells and monocyte,,3608,,/3608,2
229144,ANO000000178,1,297,302,SCT000000274,SAM000183034,3608,dendritic cells and monocyte,,3608,,/3608,2
229145,ANO000000178,1,297,302,SCT000000274,SAM000183035,3608,dendritic cells and monocyte,,3608,,/3608,2
229146,ANO000000178,1,297,302,SCT000000274,SAM000183036,3608,dendritic cells and monocyte,,3608,,/3608,2
229147,ANO000000178,1,297,302,SCT000000274,SAM000183037,3608,dendritic cells and monocyte,,3608,,/3608,2
229148,ANO000000178,1,297,302,SCT000000274,SAM000183038,3608,dendritic cells and monocyte,,3608,,/3608,2
229149,ANO000000178,1,297,302,SCT000000274,SAM000183039,3608,dendritic cells and monocyte,,3608,,/3608,2
229150,ANO000000178,1,297,302,SCT000000274,SAM000183040,3608,dendritic cells and monocyte,,3608,,/3608,2
229151,ANO000000178,1,297,302,SCT000000274,SAM000183041,3608,dendritic cells and monocyte,,3608,,/3608,2
229152,ANO000000178,1,297,302,SCT000000274,SAM000183042,3608,dendritic cells and monocyte,,3608,,/3608,2
229153,ANO000000178,1,297,302,SCT000000274,SAM000183043,3608,dendritic cells and monocyte,,3608,,/3608,2
229154,ANO000000178,1,297,302,SCT000000274,SAM000183014,3608,dendritic cells and monocyte,,3608,,/3608,2
229155,ANO000000178,1,297,302,SCT000000274,SAM000183011,3608,dendritic cells and monocyte,,3608,,/3608,2
229156,ANO000000178,1,297,302,SCT000000274,SAM000183010,3608,dendritic cells and monocyte,,3608,,/3608,2
229157,ANO000000178,1,297,302,SCT000000274,SAM000183009,3608,dendritic cells and monocyte,,3608,,/3608,2
229158,ANO000000178,1,297,302,SCT000000274,SAM000182976,3608,dendritic cells and monocyte,,3608,,/3608,2
229159,ANO000000178,1,297,302,SCT000000274,SAM000182977,3608,dendritic cells and monocyte,,3608,,/3608,2
229160,ANO000000178,1,297,302,SCT000000274,SAM000182978,3608,dendritic cells and monocyte,,3608,,/3608,2
229161,ANO000000178,1,297,302,SCT000000274,SAM000182981,3608,dendritic cells and monocyte,,3608,,/3608,2
229162,ANO000000178,1,297,302,SCT000000274,SAM000182982,3608,dendritic cells and monocyte,,3608,,/3608,2
229163,ANO000000178,1,297,302,SCT000000274,SAM000182983,3608,dendritic cells and monocyte,,3608,,/3608,2
229164,ANO000000178,1,297,302,SCT000000274,SAM000182985,3608,dendritic cells and monocyte,,3608,,/3608,2
229165,ANO000000178,1,297,302,SCT000000274,SAM000182986,3608,dendritic cells and monocyte,,3608,,/3608,2
229166,ANO000000178,1,297,302,SCT000000274,SAM000182987,3608,dendritic cells and monocyte,,3608,,/3608,2
229167,ANO000000178,1,297,302,SCT000000274,SAM000182989,3608,dendritic cells and monocyte,,3608,,/3608,2
229168,ANO000000178,1,297,302,SCT000000274,SAM000182990,3608,dendritic cells and monocyte,,3608,,/3608,2
229169,ANO000000178,1,297,302,SCT000000274,SAM000182991,3608,dendritic cells and monocyte,,3608,,/3608,2
229170,ANO000000178,1,297,302,SCT000000274,SAM000182992,3608,dendritic cells and monocyte,,3608,,/3608,2
229171,ANO000000178,1,297,302,SCT000000274,SAM000183044,3608,dendritic cells and monocyte,,3608,,/3608,2
229172,ANO000000178,1,297,302,SCT000000274,SAM000182993,3608,dendritic cells and monocyte,,3608,,/3608,2
229173,ANO000000178,1,297,302,SCT000000274,SAM000182995,3608,dendritic cells and monocyte,,3608,,/3608,2
229174,ANO000000178,1,297,302,SCT000000274,SAM000182996,3608,dendritic cells and monocyte,,3608,,/3608,1
229175,ANO000000178,1,297,302,SCT000000274,SAM000182997,3608,dendritic cells and monocyte,,3608,,/3608,2
229176,ANO000000178,1,297,302,SCT000000274,SAM000182998,3608,dendritic cells and monocyte,,3608,,/3608,2
229177,ANO000000178,1,297,302,SCT000000274,SAM000183000,3608,dendritic cells and monocyte,,3608,,/3608,2
229178,ANO000000178,1,297,302,SCT000000274,SAM000183001,3608,dendritic cells and monocyte,,3608,,/3608,2
229179,ANO000000178,1,297,302,SCT000000274,SAM000183002,3608,dendritic cells and monocyte,,3608,,/3608,2
229180,ANO000000178,1,297,302,SCT000000274,SAM000183003,3608,dendritic cells and monocyte,,3608,,/3608,2
229181,ANO000000178,1,297,302,SCT000000274,SAM000183004,3608,dendritic cells and monocyte,,3608,,/3608,2
229182,ANO000000178,1,297,302,SCT000000274,SAM000183005,3608,dendritic cells and monocyte,,3608,,/3608,2
229183,ANO000000178,1,297,302,SCT000000274,SAM000183006,3608,dendritic cells and monocyte,,3608,,/3608,2
229184,ANO000000178,1,297,302,SCT000000274,SAM000183007,3608,dendritic cells and monocyte,,3608,,/3608,2
229185,ANO000000178,1,297,302,SCT000000274,SAM000183008,3608,dendritic cells and monocyte,,3608,,/3608,2
229186,ANO000000178,1,297,302,SCT000000274,SAM000182994,3608,dendritic cells and monocyte,,3608,,/3608,2
229187,ANO000000178,1,297,302,SCT000000274,SAM000183045,3608,dendritic cells and monocyte,,3608,,/3608,2
229188,ANO000000178,1,297,302,SCT000000274,SAM000183047,3608,dendritic cells and monocyte,,3608,,/3608,2
229189,ANO000000178,1,297,302,SCT000000274,SAM000183048,3608,dendritic cells and monocyte,,3608,,/3608,2
229190,ANO000000178,1,297,302,SCT000000274,SAM000183081,3608,dendritic cells and monocyte,,3608,,/3608,2
229191,ANO000000178,1,297,302,SCT000000274,SAM000183082,3608,dendritic cells and monocyte,,3608,,/3608,2
229192,ANO000000178,1,297,302,SCT000000274,SAM000183083,3608,dendritic cells and monocyte,,3608,,/3608,2
229193,ANO000000178,1,297,302,SCT000000274,SAM000183084,3608,dendritic cells and monocyte,,3608,,/3608,2
229194,ANO000000178,1,297,302,SCT000000274,SAM000183085,3608,dendritic cells and monocyte,,3608,,/3608,2
229195,ANO000000178,1,297,302,SCT000000274,SAM000183086,3608,dendritic cells and monocyte,,3608,,/3608,2
229196,ANO000000178,1,297,302,SCT000000274,SAM000183087,3608,dendritic cells and monocyte,,3608,,/3608,2
229197,ANO000000178,1,297,302,SCT000000274,SAM000183088,3608,dendritic cells and monocyte,,3608,,/3608,2
229198,ANO000000178,1,297,302,SCT000000274,SAM000183089,3608,dendritic cells and monocyte,,3608,,/3608,2
229199,ANO000000178,1,297,302,SCT000000274,SAM000183090,3608,dendritic cells and monocyte,,3608,,/3608,2
229200,ANO000000178,1,297,302,SCT000000274,SAM000183091,3608,dendritic cells and monocyte,,3608,,/3608,2
229201,ANO000000178,1,297,302,SCT000000274,SAM000183092,3608,dendritic cells and monocyte,,3608,,/3608,2
229202,ANO000000178,1,297,302,SCT000000274,SAM000183093,3608,dendritic cells and monocyte,,3608,,/3608,2
229203,ANO000000178,1,297,302,SCT000000274,SAM000183080,3608,dendritic cells and monocyte,,3608,,/3608,2
229204,ANO000000178,1,297,302,SCT000000274,SAM000183094,3608,dendritic cells and monocyte,,3608,,/3608,2
229205,ANO000000178,1,297,302,SCT000000274,SAM000183096,3608,dendritic cells and monocyte,,3608,,/3608,2
229206,ANO000000178,1,297,302,SCT000000274,SAM000183097,3608,dendritic cells and monocyte,,3608,,/3608,2
229207,ANO000000178,1,297,302,SCT000000274,SAM000183098,3608,dendritic cells and monocyte,,3608,,/3608,2
229208,ANO000000178,1,297,302,SCT000000274,SAM000183099,3608,dendritic cells and monocyte,,3608,,/3608,2
229209,ANO000000178,1,297,302,SCT000000274,SAM000183100,3608,dendritic cells and monocyte,,3608,,/3608,2
229210,ANO000000178,1,297,302,SCT000000274,SAM000183101,3608,dendritic cells and monocyte,,3608,,/3608,2
229211,ANO000000178,1,297,302,SCT000000274,SAM000183102,3608,dendritic cells and monocyte,,3608,,/3608,2
229212,ANO000000178,1,297,302,SCT000000274,SAM000183103,3608,dendritic cells and monocyte,,3608,,/3608,2
229213,ANO000000178,1,297,302,SCT000000274,SAM000183104,3608,dendritic cells and monocyte,,3608,,/3608,2
229214,ANO000000178,1,297,302,SCT000000274,SAM000183105,3608,dendritic cells and monocyte,,3608,,/3608,2
229215,ANO000000178,1,297,302,SCT000000274,SAM000183106,3608,dendritic cells and monocyte,,3608,,/3608,2
229216,ANO000000178,1,297,302,SCT000000274,SAM000183107,3608,dendritic cells and monocyte,,3608,,/3608,2
229217,ANO000000178,1,297,302,SCT000000274,SAM000183108,3608,dendritic cells and monocyte,,3608,,/3608,2
229218,ANO000000178,1,297,302,SCT000000274,SAM000183095,3608,dendritic cells and monocyte,,3608,,/3608,2
229219,ANO000000178,1,297,302,SCT000000274,SAM000183110,3608,dendritic cells and monocyte,,3608,,/3608,2
229220,ANO000000178,1,297,302,SCT000000274,SAM000183079,3608,dendritic cells and monocyte,,3608,,/3608,2
229221,ANO000000178,1,297,302,SCT000000274,SAM000183077,3608,dendritic cells and monocyte,,3608,,/3608,2
229222,ANO000000178,1,297,302,SCT000000274,SAM000183049,3608,dendritic cells and monocyte,,3608,,/3608,2
229223,ANO000000178,1,297,302,SCT000000274,SAM000183050,3608,dendritic cells and monocyte,,3608,,/3608,2
229224,ANO000000178,1,297,302,SCT000000274,SAM000183051,3608,dendritic cells and monocyte,,3608,,/3608,2
229225,ANO000000178,1,297,302,SCT000000274,SAM000183052,3608,dendritic cells and monocyte,,3608,,/3608,2
229226,ANO000000178,1,297,302,SCT000000274,SAM000183053,3608,dendritic cells and monocyte,,3608,,/3608,2
229227,ANO000000178,1,297,302,SCT000000274,SAM000183054,3608,dendritic cells and monocyte,,3608,,/3608,2
229228,ANO000000178,1,297,302,SCT000000274,SAM000183055,3608,dendritic cells and monocyte,,3608,,/3608,2
229229,ANO000000178,1,297,302,SCT000000274,SAM000183056,3608,dendritic cells and monocyte,,3608,,/3608,2
229230,ANO000000178,1,297,302,SCT000000274,SAM000183057,3608,dendritic cells and monocyte,,3608,,/3608,2
229231,ANO000000178,1,297,302,SCT000000274,SAM000183058,3608,dendritic cells and monocyte,,3608,,/3608,2
229232,ANO000000178,1,297,302,SCT000000274,SAM000183059,3608,dendritic cells and monocyte,,3608,,/3608,2
229233,ANO000000178,1,297,302,SCT000000274,SAM000183060,3608,dendritic cells and monocyte,,3608,,/3608,2
229234,ANO000000178,1,297,302,SCT000000274,SAM000183061,3608,dendritic cells and monocyte,,3608,,/3608,2
229235,ANO000000178,1,297,302,SCT000000274,SAM000183078,3608,dendritic cells and monocyte,,3608,,/3608,2
229236,ANO000000178,1,297,302,SCT000000274,SAM000183062,3608,dendritic cells and monocyte,,3608,,/3608,2
229237,ANO000000178,1,297,302,SCT000000274,SAM000183064,3608,dendritic cells and monocyte,,3608,,/3608,2
229238,ANO000000178,1,297,302,SCT000000274,SAM000183065,3608,dendritic cells and monocyte,,3608,,/3608,2
229239,ANO000000178,1,297,302,SCT000000274,SAM000183066,3608,dendritic cells and monocyte,,3608,,/3608,2
229240,ANO000000178,1,297,302,SCT000000274,SAM000183067,3608,dendritic cells and monocyte,,3608,,/3608,2
229241,ANO000000178,1,297,302,SCT000000274,SAM000183068,3608,dendritic cells and monocyte,,3608,,/3608,2
229242,ANO000000178,1,297,302,SCT000000274,SAM000183069,3608,dendritic cells and monocyte,,3608,,/3608,2
229243,ANO000000178,1,297,302,SCT000000274,SAM000183070,3608,dendritic cells and monocyte,,3608,,/3608,2
229244,ANO000000178,1,297,302,SCT000000274,SAM000183071,3608,dendritic cells and monocyte,,3608,,/3608,2
229245,ANO000000178,1,297,302,SCT000000274,SAM000183072,3608,dendritic cells and monocyte,,3608,,/3608,2
229246,ANO000000178,1,297,302,SCT000000274,SAM000183073,3608,dendritic cells and monocyte,,3608,,/3608,2
229247,ANO000000178,1,297,302,SCT000000274,SAM000183074,3608,dendritic cells and monocyte,,3608,,/3608,2
229248,ANO000000178,1,297,302,SCT000000274,SAM000183075,3608,dendritic cells and monocyte,,3608,,/3608,2
229249,ANO000000178,1,297,302,SCT000000274,SAM000183076,3608,dendritic cells and monocyte,,3608,,/3608,2
229250,ANO000000178,1,297,302,SCT000000274,SAM000183063,3608,dendritic cells and monocyte,,3608,,/3608,2
229251,ANO000000178,1,297,302,SCT000000274,SAM000183244,3608,dendritic cells and monocyte,,3608,,/3608,2
229252,ANO000000178,1,297,302,SCT000000274,SAM000183245,3608,dendritic cells and monocyte,,3608,,/3608,2
229253,ANO000000178,1,297,302,SCT000000274,SAM000183248,3608,dendritic cells and monocyte,,3608,,/3608,2
229254,ANO000000178,1,297,302,SCT000000274,SAM000183425,3608,dendritic cells and monocyte,,3608,,/3608,2
229255,ANO000000178,1,297,302,SCT000000274,SAM000183426,3608,dendritic cells and monocyte,,3608,,/3608,2
229256,ANO000000178,1,297,302,SCT000000274,SAM000183427,3608,dendritic cells and monocyte,,3608,,/3608,2
229257,ANO000000178,1,297,302,SCT000000274,SAM000183428,3608,dendritic cells and monocyte,,3608,,/3608,2
229258,ANO000000178,1,297,302,SCT000000274,SAM000183429,3608,dendritic cells and monocyte,,3608,,/3608,2
229259,ANO000000178,1,297,302,SCT000000274,SAM000183430,3608,dendritic cells and monocyte,,3608,,/3608,2
229260,ANO000000178,1,297,302,SCT000000274,SAM000183432,3608,dendritic cells and monocyte,,3608,,/3608,2
229261,ANO000000178,1,297,302,SCT000000274,SAM000183433,3608,dendritic cells and monocyte,,3608,,/3608,2
229262,ANO000000178,1,297,302,SCT000000274,SAM000183434,3608,dendritic cells and monocyte,,3608,,/3608,2
229263,ANO000000178,1,297,302,SCT000000274,SAM000183435,3608,dendritic cells and monocyte,,3608,,/3608,1
229264,ANO000000178,1,297,302,SCT000000274,SAM000183436,3608,dendritic cells and monocyte,,3608,,/3608,2
229265,ANO000000178,1,297,302,SCT000000274,SAM000183437,3608,dendritic cells and monocyte,,3608,,/3608,2
229266,ANO000000178,1,297,302,SCT000000274,SAM000183438,3608,dendritic cells and monocyte,,3608,,/3608,2
229267,ANO000000178,1,297,302,SCT000000274,SAM000183439,3608,dendritic cells and monocyte,,3608,,/3608,2
229268,ANO000000178,1,297,302,SCT000000274,SAM000183440,3608,dendritic cells and monocyte,,3608,,/3608,2
229269,ANO000000178,1,297,302,SCT000000274,SAM000183441,3608,dendritic cells and monocyte,,3608,,/3608,2
229270,ANO000000178,1,297,302,SCT000000274,SAM000183442,3608,dendritic cells and monocyte,,3608,,/3608,2
229271,ANO000000178,1,297,302,SCT000000274,SAM000183443,3608,dendritic cells and monocyte,,3608,,/3608,2
229272,ANO000000178,1,297,302,SCT000000274,SAM000183444,3608,dendritic cells and monocyte,,3608,,/3608,2
229273,ANO000000178,1,297,302,SCT000000274,SAM000183445,3608,dendritic cells and monocyte,,3608,,/3608,2
229274,ANO000000178,1,297,302,SCT000000274,SAM000183446,3608,dendritic cells and monocyte,,3608,,/3608,2
229275,ANO000000178,1,297,302,SCT000000274,SAM000183447,3608,dendritic cells and monocyte,,3608,,/3608,2
229276,ANO000000178,1,297,302,SCT000000274,SAM000183448,3608,dendritic cells and monocyte,,3608,,/3608,2
229277,ANO000000178,1,297,302,SCT000000274,SAM000183449,3608,dendritic cells and monocyte,,3608,,/3608,2
229278,ANO000000178,1,297,302,SCT000000274,SAM000183450,3608,dendritic cells and monocyte,,3608,,/3608,2
229279,ANO000000178,1,297,302,SCT000000274,SAM000183451,3608,dendritic cells and monocyte,,3608,,/3608,2
229280,ANO000000178,1,297,302,SCT000000274,SAM000183452,3608,dendritic cells and monocyte,,3608,,/3608,2
229281,ANO000000178,1,297,302,SCT000000274,SAM000183424,3608,dendritic cells and monocyte,,3608,,/3608,2
229282,ANO000000178,1,297,302,SCT000000274,SAM000183423,3608,dendritic cells and monocyte,,3608,,/3608,2
229283,ANO000000178,1,297,302,SCT000000274,SAM000183421,3608,dendritic cells and monocyte,,3608,,/3608,2
229284,ANO000000178,1,297,302,SCT000000274,SAM000183419,3608,dendritic cells and monocyte,,3608,,/3608,1
229285,ANO000000178,1,297,302,SCT000000274,SAM000183386,3608,dendritic cells and monocyte,,3608,,/3608,2
229286,ANO000000178,1,297,302,SCT000000274,SAM000183387,3608,dendritic cells and monocyte,,3608,,/3608,2
229287,ANO000000178,1,297,302,SCT000000274,SAM000183388,3608,dendritic cells and monocyte,,3608,,/3608,2
229288,ANO000000178,1,297,302,SCT000000274,SAM000183389,3608,dendritic cells and monocyte,,3608,,/3608,2
229289,ANO000000178,1,297,302,SCT000000274,SAM000183390,3608,dendritic cells and monocyte,,3608,,/3608,2
229290,ANO000000178,1,297,302,SCT000000274,SAM000183391,3608,dendritic cells and monocyte,,3608,,/3608,2
229291,ANO000000178,1,297,302,SCT000000274,SAM000183392,3608,dendritic cells and monocyte,,3608,,/3608,2
229292,ANO000000178,1,297,302,SCT000000274,SAM000183393,3608,dendritic cells and monocyte,,3608,,/3608,2
229293,ANO000000178,1,297,302,SCT000000274,SAM000183395,3608,dendritic cells and monocyte,,3608,,/3608,2
229294,ANO000000178,1,297,302,SCT000000274,SAM000183396,3608,dendritic cells and monocyte,,3608,,/3608,2
229295,ANO000000178,1,297,302,SCT000000274,SAM000183397,3608,dendritic cells and monocyte,,3608,,/3608,2
229296,ANO000000178,1,297,302,SCT000000274,SAM000183398,3608,dendritic cells and monocyte,,3608,,/3608,2
229297,ANO000000178,1,297,302,SCT000000274,SAM000183399,3608,dendritic cells and monocyte,,3608,,/3608,2
229298,ANO000000178,1,297,302,SCT000000274,SAM000183453,3608,dendritic cells and monocyte,,3608,,/3608,2
229299,ANO000000178,1,297,302,SCT000000274,SAM000183400,3608,dendritic cells and monocyte,,3608,,/3608,2
229300,ANO000000178,1,297,302,SCT000000274,SAM000183402,3608,dendritic cells and monocyte,,3608,,/3608,1
229301,ANO000000178,1,297,302,SCT000000274,SAM000183403,3608,dendritic cells and monocyte,,3608,,/3608,2
229302,ANO000000178,1,297,302,SCT000000274,SAM000183404,3608,dendritic cells and monocyte,,3608,,/3608,1
