id,project_id,omics_id,annotation_id,annotation_type,name,logfoldchange,method,pval,pval_adj,score,layer,father_uplayer,gene_id,celltype_id,celltype_ontology,celltype_name,logfoldchange_rank,pval_rank
341118,289,SCT000000266,ANO000000170,1,Gene:hsa:100132529,3.5,t-test,0,0,90.3,1,root,100132529,3544,,Hepatocyte_1,1,18
341119,289,SCT000000266,ANO000000170,1,Gene:hsa:4837,2.63,t-test,0,0,88.6,1,root,4837,3544,,Hepatocyte_1,22,19
341120,289,SCT000000266,ANO000000170,1,Gene:hsa:7018,2.72,t-test,0,0,88.6,1,root,7018,3544,,Hepatocyte_1,19,20
341121,289,SCT000000266,ANO000000170,1,Gene:hsa:259,2.42,t-test,0,0,88.1,1,root,259,3544,,Hepatocyte_1,27,21
341122,289,SCT000000266,ANO000000170,1,Gene:hsa:1571,2.84,t-test,0,0,86.8,1,root,1571,3544,,Hepatocyte_1,14,22
341123,289,SCT000000266,ANO000000170,1,Gene:hsa:116519,3.41,t-test,0,0,86.4,1,root,116519,3544,,Hepatocyte_1,2,23
341124,289,SCT000000266,ANO000000170,1,Gene:hsa:3263,2.46,t-test,0,0,85.8,1,root,3263,3544,,Hepatocyte_1,26,24
341125,289,SCT000000266,ANO000000170,1,Gene:hsa:2168,2.52,t-test,0,0,85.5,1,root,2168,3544,,Hepatocyte_1,24,25
341126,289,SCT000000266,ANO000000170,1,Gene:hsa:6898,2.75,t-test,0,0,84.7,1,root,6898,3544,,Hepatocyte_1,17,26
341127,289,SCT000000266,ANO000000170,1,Gene:hsa:189,2.74,t-test,0,0,84.1,1,root,189,3544,,Hepatocyte_1,18,27
341128,289,SCT000000266,ANO000000170,1,Gene:hsa:348,2.2,t-test,0,0,83.4,1,root,348,3544,,Hepatocyte_1,30,28
341129,289,SCT000000266,ANO000000170,1,Gene:hsa:116842,3.37,t-test,0,0,83.1,1,root,116842,3544,,Hepatocyte_1,4,29
341130,289,SCT000000266,ANO000000170,1,Gene:hsa:1191,2.34,t-test,0,0,81.4,1,root,1191,3544,,Hepatocyte_1,29,30
341131,289,SCT000000266,ANO000000170,1,Gene:hsa:6898,3.04,t-test,0,0,106,1,root,6898,3581,,Hepatocyte_2,6,1
341132,289,SCT000000266,ANO000000170,1,Gene:hsa:100132529,3.69,t-test,0,0,102,1,root,100132529,3581,,Hepatocyte_2,1,2
341133,289,SCT000000266,ANO000000170,1,Gene:hsa:4143,2.92,t-test,0,0,102,1,root,4143,3581,,Hepatocyte_2,8,3
341134,289,SCT000000266,ANO000000170,1,Gene:hsa:125,2.92,t-test,0,0,98.8,1,root,125,3581,,Hepatocyte_2,9,4
341135,289,SCT000000266,ANO000000170,1,Gene:hsa:7276,2.7,t-test,0,0,96.3,1,root,7276,3581,,Hepatocyte_2,14,5
341136,289,SCT000000266,ANO000000170,1,Gene:hsa:1373,3.18,t-test,0,0,95.6,1,root,1373,3581,,Hepatocyte_2,4,6
341137,289,SCT000000266,ANO000000170,1,Gene:hsa:7018,2.66,t-test,0,0,90.1,1,root,7018,3581,,Hepatocyte_2,15,7
341138,289,SCT000000266,ANO000000170,1,Gene:hsa:716,2.8,t-test,0,0,89,1,root,716,3581,,Hepatocyte_2,12,8
341139,289,SCT000000266,ANO000000170,1,Gene:hsa:5950,2.48,t-test,0,0,87.7,1,root,5950,3581,,Hepatocyte_2,18,9
341140,289,SCT000000266,ANO000000170,1,Gene:hsa:2628,3.09,t-test,0,0,86.6,1,root,2628,3581,,Hepatocyte_2,5,10
341141,289,SCT000000266,ANO000000170,1,Gene:hsa:1652,2.31,t-test,0,0,85.3,1,root,1652,3581,,Hepatocyte_2,22,11
341142,289,SCT000000266,ANO000000170,1,Gene:hsa:4501,2.26,t-test,0,0,84.8,1,root,4501,3581,,Hepatocyte_2,24,12
341143,289,SCT000000266,ANO000000170,1,Gene:hsa:1571,2.77,t-test,0,0,82.1,1,root,1571,3581,,Hepatocyte_2,13,13
341144,289,SCT000000266,ANO000000170,1,Gene:hsa:2243,2.24,t-test,0,0,81.3,1,root,2243,3581,,Hepatocyte_2,25,14
341145,289,SCT000000266,ANO000000170,1,Gene:hsa:1559,3.02,t-test,0,0,80.9,1,root,1559,3581,,Hepatocyte_2,7,15
341146,289,SCT000000266,ANO000000170,1,Gene:hsa:341,1.9,t-test,0,0,79.5,1,root,341,3581,,Hepatocyte_2,28,16
341147,289,SCT000000266,ANO000000170,1,Gene:hsa:338,2.6,t-test,0,0,79.2,1,root,338,3581,,Hepatocyte_2,17,17
341148,289,SCT000000266,ANO000000170,1,Gene:hsa:4257,2.45,t-test,0,0,77.3,1,root,4257,3581,,Hepatocyte_2,19,18
341149,289,SCT000000266,ANO000000170,1,Gene:hsa:116842,3.31,t-test,0,0,76.1,1,root,116842,3581,,Hepatocyte_2,3,19
341150,289,SCT000000266,ANO000000170,1,Gene:hsa:336,1.98,t-test,0,0,76,1,root,336,3581,,Hepatocyte_2,27,20
341151,289,SCT000000266,ANO000000170,1,Gene:hsa:1528,2.36,t-test,0,0,76,1,root,1528,3581,,Hepatocyte_2,21,21
341152,289,SCT000000266,ANO000000170,1,Gene:hsa:27089,1.8,t-test,0,0,75.9,1,root,27089,3581,,Hepatocyte_2,29,22
341153,289,SCT000000266,ANO000000170,1,Gene:hsa:1361,2.89,t-test,0,0,75.3,1,root,1361,3581,,Hepatocyte_2,10,23
