id,omics_id,sample_id
156096,SCT000000274,SAM000182683
156097,SCT000000274,SAM000182667
156098,SCT000000274,SAM000182580
156099,SCT000000274,SAM000182579
156100,SCT000000274,SAM000182578
156101,SCT000000274,SAM000183488
156102,SCT000000274,SAM000183494
156103,SCT000000274,SAM000183498
156104,SCT000000274,SAM000183509
156105,SCT000000274,SAM000183512
156106,SCT000000274,SAM000183455
156107,SCT000000274,SAM000183863
156108,SCT000000274,SAM000183514
156109,SCT000000274,SAM000182548
156110,SCT000000274,SAM000182549
156111,SCT000000274,SAM000182550
156112,SCT000000274,SAM000182551
156113,SCT000000274,SAM000182552
156114,SCT000000274,SAM000182553
156115,SCT000000274,SAM000182554
156116,SCT000000274,SAM000182555
156117,SCT000000274,SAM000182556
156118,SCT000000274,SAM000182557
156119,SCT000000274,SAM000182558
156120,SCT000000274,SAM000182559
156121,SCT000000274,SAM000182560
156122,SCT000000274,SAM000182547
156123,SCT000000274,SAM000182562
156124,SCT000000274,SAM000182564
156125,SCT000000274,SAM000182565
156126,SCT000000274,SAM000182566
156127,SCT000000274,SAM000182567
156128,SCT000000274,SAM000182568
156129,SCT000000274,SAM000182569
156130,SCT000000274,SAM000182570
156131,SCT000000274,SAM000182571
156132,SCT000000274,SAM000182572
156133,SCT000000274,SAM000182573
156134,SCT000000274,SAM000182574
156135,SCT000000274,SAM000182575
156136,SCT000000274,SAM000182577
156137,SCT000000274,SAM000182563
156138,SCT000000274,SAM000182546
156139,SCT000000274,SAM000182544
156140,SCT000000274,SAM000183524
156141,SCT000000274,SAM000183525
156142,SCT000000274,SAM000183526
156143,SCT000000274,SAM000183527
156144,SCT000000274,SAM000183528
156145,SCT000000274,SAM000183530
156146,SCT000000274,SAM000182545
156147,SCT000000274,SAM000183531
156148,SCT000000274,SAM000183534
156149,SCT000000274,SAM000183535
156150,SCT000000274,SAM000183536
156151,SCT000000274,SAM000183537
156152,SCT000000274,SAM000183538
156153,SCT000000274,SAM000182536
156154,SCT000000274,SAM000182537
156155,SCT000000274,SAM000182538
156156,SCT000000274,SAM000182539
156157,SCT000000274,SAM000182540
156158,SCT000000274,SAM000182541
156159,SCT000000274,SAM000182542
156160,SCT000000274,SAM000182543
156161,SCT000000274,SAM000183533
156162,SCT000000274,SAM000183865
156163,SCT000000274,SAM000183868
156164,SCT000000274,SAM000182867
156165,SCT000000274,SAM000182868
156166,SCT000000274,SAM000182869
156167,SCT000000274,SAM000182870
156168,SCT000000274,SAM000182872
156169,SCT000000274,SAM000182873
156170,SCT000000274,SAM000182874
156171,SCT000000274,SAM000182878
156172,SCT000000274,SAM000182879
156173,SCT000000274,SAM000182880
156174,SCT000000274,SAM000182881
156175,SCT000000274,SAM000182882
156176,SCT000000274,SAM000182883
156177,SCT000000274,SAM000182885
156178,SCT000000274,SAM000182887
156179,SCT000000274,SAM000182888
156180,SCT000000274,SAM000182889
156181,SCT000000274,SAM000182890
156182,SCT000000274,SAM000182891
156183,SCT000000274,SAM000182892
156184,SCT000000274,SAM000182893
156185,SCT000000274,SAM000182894
156186,SCT000000274,SAM000182895
156187,SCT000000274,SAM000182896
156188,SCT000000274,SAM000182897
156189,SCT000000274,SAM000182898
156190,SCT000000274,SAM000182899
156191,SCT000000274,SAM000182866
156192,SCT000000274,SAM000182865
156193,SCT000000274,SAM000182864
156194,SCT000000274,SAM000182863
156195,SCT000000274,SAM000182835
156196,SCT000000274,SAM000182836
156197,SCT000000274,SAM000182837
156198,SCT000000274,SAM000182838
156199,SCT000000274,SAM000182839
156200,SCT000000274,SAM000182840
156201,SCT000000274,SAM000182841
156202,SCT000000274,SAM000182842
156203,SCT000000274,SAM000182843
156204,SCT000000274,SAM000182844
156205,SCT000000274,SAM000182845
156206,SCT000000274,SAM000182846
156207,SCT000000274,SAM000182847
156208,SCT000000274,SAM000182900
156209,SCT000000274,SAM000182848
156210,SCT000000274,SAM000182850
156211,SCT000000274,SAM000182851
156212,SCT000000274,SAM000182852
156213,SCT000000274,SAM000182853
156214,SCT000000274,SAM000182854
156215,SCT000000274,SAM000182855
156216,SCT000000274,SAM000182856
156217,SCT000000274,SAM000182857
156218,SCT000000274,SAM000182858
156219,SCT000000274,SAM000182859
156220,SCT000000274,SAM000182860
156221,SCT000000274,SAM000182861
156222,SCT000000274,SAM000182862
156223,SCT000000274,SAM000182849
156224,SCT000000274,SAM000182901
156225,SCT000000274,SAM000182902
156226,SCT000000274,SAM000182903
156227,SCT000000274,SAM000182940
156228,SCT000000274,SAM000182941
156229,SCT000000274,SAM000182942
156230,SCT000000274,SAM000182943
156231,SCT000000274,SAM000182944
156232,SCT000000274,SAM000182945
156233,SCT000000274,SAM000182946
156234,SCT000000274,SAM000182947
156235,SCT000000274,SAM000182948
156236,SCT000000274,SAM000182949
156237,SCT000000274,SAM000182950
156238,SCT000000274,SAM000182952
156239,SCT000000274,SAM000182953
156240,SCT000000274,SAM000182939
156241,SCT000000274,SAM000182954
156242,SCT000000274,SAM000182956
156243,SCT000000274,SAM000182957
156244,SCT000000274,SAM000182958
156245,SCT000000274,SAM000182959
156246,SCT000000274,SAM000182960
156247,SCT000000274,SAM000182961
156248,SCT000000274,SAM000182962
156249,SCT000000274,SAM000182963
156250,SCT000000274,SAM000182964
156251,SCT000000274,SAM000182967
156252,SCT000000274,SAM000182968
156253,SCT000000274,SAM000182969
156254,SCT000000274,SAM000182970
156255,SCT000000274,SAM000182955
156256,SCT000000274,SAM000182834
156257,SCT000000274,SAM000182938
156258,SCT000000274,SAM000182936
156259,SCT000000274,SAM000182904
156260,SCT000000274,SAM000182905
156261,SCT000000274,SAM000182906
156262,SCT000000274,SAM000182907
156263,SCT000000274,SAM000182908
156264,SCT000000274,SAM000182909
156265,SCT000000274,SAM000182912
156266,SCT000000274,SAM000182913
156267,SCT000000274,SAM000182914
156268,SCT000000274,SAM000182915
156269,SCT000000274,SAM000182916
156270,SCT000000274,SAM000182917
156271,SCT000000274,SAM000182918
156272,SCT000000274,SAM000182937
156273,SCT000000274,SAM000182919
156274,SCT000000274,SAM000182921
156275,SCT000000274,SAM000182922
156276,SCT000000274,SAM000182923
156277,SCT000000274,SAM000182924
156278,SCT000000274,SAM000182925
156279,SCT000000274,SAM000182927
156280,SCT000000274,SAM000182928
156281,SCT000000274,SAM000182930
156282,SCT000000274,SAM000182931
156283,SCT000000274,SAM000182932
156284,SCT000000274,SAM000182933
156285,SCT000000274,SAM000182934
156286,SCT000000274,SAM000182935
156287,SCT000000274,SAM000182920
156288,SCT000000274,SAM000182833
156289,SCT000000274,SAM000182832
156290,SCT000000274,SAM000182831
156291,SCT000000274,SAM000182736
156292,SCT000000274,SAM000182737
156293,SCT000000274,SAM000182738
156294,SCT000000274,SAM000182739
156295,SCT000000274,SAM000182740
156296,SCT000000274,SAM000182741
156297,SCT000000274,SAM000182742
156298,SCT000000274,SAM000182743
156299,SCT000000274,SAM000182744
156300,SCT000000274,SAM000182745
156301,SCT000000274,SAM000182746
156302,SCT000000274,SAM000182747
156303,SCT000000274,SAM000182748
156304,SCT000000274,SAM000182735
156305,SCT000000274,SAM000182749
156306,SCT000000274,SAM000182751
156307,SCT000000274,SAM000182752
156308,SCT000000274,SAM000182753
156309,SCT000000274,SAM000182754
156310,SCT000000274,SAM000182755
156311,SCT000000274,SAM000182756
156312,SCT000000274,SAM000182757
156313,SCT000000274,SAM000182758
156314,SCT000000274,SAM000182759
156315,SCT000000274,SAM000182760
156316,SCT000000274,SAM000182761
156317,SCT000000274,SAM000182762
156318,SCT000000274,SAM000182763
156319,SCT000000274,SAM000182750
156320,SCT000000274,SAM000182764
156321,SCT000000274,SAM000182734
156322,SCT000000274,SAM000182732
156323,SCT000000274,SAM000183871
156324,SCT000000274,SAM000183872
156325,SCT000000274,SAM000183873
156326,SCT000000274,SAM000183874
156327,SCT000000274,SAM000183877
156328,SCT000000274,SAM000183879
156329,SCT000000274,SAM000183883
156330,SCT000000274,SAM000182709
156331,SCT000000274,SAM000182710
156332,SCT000000274,SAM000182711
156333,SCT000000274,SAM000182712
156334,SCT000000274,SAM000182713
156335,SCT000000274,SAM000182714
156336,SCT000000274,SAM000182733
156337,SCT000000274,SAM000182715
156338,SCT000000274,SAM000182717
156339,SCT000000274,SAM000182718
156340,SCT000000274,SAM000182720
156341,SCT000000274,SAM000182722
156342,SCT000000274,SAM000182723
156343,SCT000000274,SAM000182724
156344,SCT000000274,SAM000182725
156345,SCT000000274,SAM000182726
156346,SCT000000274,SAM000182727
156347,SCT000000274,SAM000182728
156348,SCT000000274,SAM000182729
156349,SCT000000274,SAM000182730
156350,SCT000000274,SAM000182731
156351,SCT000000274,SAM000182716
156352,SCT000000274,SAM000183866
156353,SCT000000274,SAM000182765
156354,SCT000000274,SAM000182767
156355,SCT000000274,SAM000182802
156356,SCT000000274,SAM000182803
156357,SCT000000274,SAM000182804
156358,SCT000000274,SAM000182805
156359,SCT000000274,SAM000182806
156360,SCT000000274,SAM000182807
156361,SCT000000274,SAM000182808
156362,SCT000000274,SAM000182809
156363,SCT000000274,SAM000182811
156364,SCT000000274,SAM000182812
156365,SCT000000274,SAM000182813
156366,SCT000000274,SAM000182814
156367,SCT000000274,SAM000182815
156368,SCT000000274,SAM000182801
156369,SCT000000274,SAM000182816
156370,SCT000000274,SAM000182818
156371,SCT000000274,SAM000182819
156372,SCT000000274,SAM000182820
156373,SCT000000274,SAM000182821
156374,SCT000000274,SAM000182822
156375,SCT000000274,SAM000182823
156376,SCT000000274,SAM000182824
156377,SCT000000274,SAM000182825
156378,SCT000000274,SAM000182826
156379,SCT000000274,SAM000182827
156380,SCT000000274,SAM000182828
156381,SCT000000274,SAM000182829
156382,SCT000000274,SAM000182830
156383,SCT000000274,SAM000182817
156384,SCT000000274,SAM000182766
156385,SCT000000274,SAM000182800
156386,SCT000000274,SAM000182798
156387,SCT000000274,SAM000182770
156388,SCT000000274,SAM000182771
156389,SCT000000274,SAM000182772
156390,SCT000000274,SAM000182773
156391,SCT000000274,SAM000182774
156392,SCT000000274,SAM000182775
156393,SCT000000274,SAM000182776
156394,SCT000000274,SAM000182777
156395,SCT000000274,SAM000182778
156396,SCT000000274,SAM000182779
156397,SCT000000274,SAM000182780
156398,SCT000000274,SAM000182781
156399,SCT000000274,SAM000182782
156400,SCT000000274,SAM000182799
156401,SCT000000274,SAM000182783
156402,SCT000000274,SAM000182785
156403,SCT000000274,SAM000182786
156404,SCT000000274,SAM000182787
156405,SCT000000274,SAM000182788
156406,SCT000000274,SAM000182789
156407,SCT000000274,SAM000182790
156408,SCT000000274,SAM000182791
156409,SCT000000274,SAM000182792
156410,SCT000000274,SAM000182793
156411,SCT000000274,SAM000182794
156412,SCT000000274,SAM000182795
156413,SCT000000274,SAM000182796
156414,SCT000000274,SAM000182797
156415,SCT000000274,SAM000182784
156416,SCT000000274,SAM000182876
156417,SCT000000274,SAM000183113
156418,SCT000000274,SAM000183025
156419,SCT000000274,SAM000183012
156420,SCT000000274,SAM000182999
156421,SCT000000274,SAM000183046
156422,SCT000000274,SAM000183032
156423,SCT000000274,SAM000183217
156424,SCT000000274,SAM000183208
156425,SCT000000274,SAM000183250
156426,SCT000000274,SAM000183247
156427,SCT000000274,SAM000183246
156428,SCT000000274,SAM000183152
156429,SCT000000274,SAM000183142
156430,SCT000000274,SAM000183126
156431,SCT000000274,SAM000183178
156432,SCT000000274,SAM000181899
156433,SCT000000274,SAM000181898
156434,SCT000000274,SAM000181897
156435,SCT000000274,SAM000181896
156436,SCT000000274,SAM000181895
156437,SCT000000274,SAM000181894
156438,SCT000000274,SAM000181893
156439,SCT000000274,SAM000181892
156440,SCT000000274,SAM000181891
156441,SCT000000274,SAM000181890
156442,SCT000000274,SAM000181889
156443,SCT000000274,SAM000181888
156444,SCT000000274,SAM000181887
156445,SCT000000274,SAM000181885
156446,SCT000000274,SAM000181884
156447,SCT000000274,SAM000181883
156448,SCT000000274,SAM000181882
156449,SCT000000274,SAM000181881
156450,SCT000000274,SAM000181880
156451,SCT000000274,SAM000181879
156452,SCT000000274,SAM000181878
156453,SCT000000274,SAM000181877
156454,SCT000000274,SAM000181876
156455,SCT000000274,SAM000181875
156456,SCT000000274,SAM000181874
156457,SCT000000274,SAM000181873
156458,SCT000000274,SAM000181872
156459,SCT000000274,SAM000181900
156460,SCT000000274,SAM000181901
156461,SCT000000274,SAM000181871
156462,SCT000000274,SAM000181870
156463,SCT000000274,SAM000181869
156464,SCT000000274,SAM000181868
156465,SCT000000274,SAM000183842
156466,SCT000000274,SAM000183841
156467,SCT000000274,SAM000183840
156468,SCT000000274,SAM000183839
156469,SCT000000274,SAM000183836
156470,SCT000000274,SAM000183834
156471,SCT000000274,SAM000183832
156472,SCT000000274,SAM000183831
156473,SCT000000274,SAM000183830
156474,SCT000000274,SAM000183829
156475,SCT000000274,SAM000183828
156476,SCT000000274,SAM000183823
156477,SCT000000274,SAM000183822
156478,SCT000000274,SAM000183843
156479,SCT000000274,SAM000183821
156480,SCT000000274,SAM000183817
156481,SCT000000274,SAM000183816
156482,SCT000000274,SAM000183815
156483,SCT000000274,SAM000183814
156484,SCT000000274,SAM000183813
156485,SCT000000274,SAM000183810
156486,SCT000000274,SAM000183808
156487,SCT000000274,SAM000183807
156488,SCT000000274,SAM000183806
156489,SCT000000274,SAM000183805
156490,SCT000000274,SAM000183804
156491,SCT000000274,SAM000183802
156492,SCT000000274,SAM000183818
156493,SCT000000274,SAM000183845
156494,SCT000000274,SAM000183848
156495,SCT000000274,SAM000181867
156496,SCT000000274,SAM000181866
156497,SCT000000274,SAM000181865
156498,SCT000000274,SAM000181864
156499,SCT000000274,SAM000181863
156500,SCT000000274,SAM000181862
156501,SCT000000274,SAM000181861
156502,SCT000000274,SAM000181860
156503,SCT000000274,SAM000181859
156504,SCT000000274,SAM000181858
156505,SCT000000274,SAM000181857
156506,SCT000000274,SAM000181856
156507,SCT000000274,SAM000181855
156508,SCT000000274,SAM000183847
156509,SCT000000274,SAM000181854
156510,SCT000000274,SAM000181852
156511,SCT000000274,SAM000181851
156512,SCT000000274,SAM000181850
156513,SCT000000274,SAM000181849
156514,SCT000000274,SAM000181848
156515,SCT000000274,SAM000181847
156516,SCT000000274,SAM000181846
156517,SCT000000274,SAM000181845
156518,SCT000000274,SAM000183853
156519,SCT000000274,SAM000183852
156520,SCT000000274,SAM000183851
156521,SCT000000274,SAM000183850
156522,SCT000000274,SAM000183849
156523,SCT000000274,SAM000181853
156524,SCT000000274,SAM000182951
156525,SCT000000274,SAM000182988
156526,SCT000000274,SAM000182984
156527,SCT000000274,SAM000182980
156528,SCT000000274,SAM000182979
156529,SCT000000274,SAM000182974
156530,SCT000000274,SAM000182966
156531,SCT000000274,SAM000182965
156532,SCT000000274,SAM000182886
156533,SCT000000274,SAM000182884
156534,SCT000000274,SAM000182877
156535,SCT000000274,SAM000182875
156536,SCT000000274,SAM000182871
156537,SCT000000274,SAM000182929
156538,SCT000000274,SAM000182926
156539,SCT000000274,SAM000182911
156540,SCT000000274,SAM000182910
156541,SCT000000274,SAM000183707
156542,SCT000000274,SAM000183708
156543,SCT000000274,SAM000183709
156544,SCT000000274,SAM000183710
156545,SCT000000274,SAM000183711
156546,SCT000000274,SAM000183712
156547,SCT000000274,SAM000183713
156548,SCT000000274,SAM000183714
156549,SCT000000274,SAM000183715
156550,SCT000000274,SAM000183716
156551,SCT000000274,SAM000183717
156552,SCT000000274,SAM000183718
156553,SCT000000274,SAM000183719
156554,SCT000000274,SAM000183720
156555,SCT000000274,SAM000183721
156556,SCT000000274,SAM000183722
156557,SCT000000274,SAM000183723
156558,SCT000000274,SAM000183724
156559,SCT000000274,SAM000183725
156560,SCT000000274,SAM000183726
156561,SCT000000274,SAM000183727
156562,SCT000000274,SAM000183728
156563,SCT000000274,SAM000183729
156564,SCT000000274,SAM000183730
156565,SCT000000274,SAM000183731
156566,SCT000000274,SAM000183732
156567,SCT000000274,SAM000183733
156568,SCT000000274,SAM000183706
156569,SCT000000274,SAM000183705
156570,SCT000000274,SAM000183704
156571,SCT000000274,SAM000183703
156572,SCT000000274,SAM000183675
156573,SCT000000274,SAM000183676
156574,SCT000000274,SAM000183677
156575,SCT000000274,SAM000183678
156576,SCT000000274,SAM000183679
156577,SCT000000274,SAM000183680
156578,SCT000000274,SAM000183681
156579,SCT000000274,SAM000183682
156580,SCT000000274,SAM000183683
156581,SCT000000274,SAM000183684
156582,SCT000000274,SAM000183685
156583,SCT000000274,SAM000183686
156584,SCT000000274,SAM000183687
156585,SCT000000274,SAM000183734
156586,SCT000000274,SAM000183688
156587,SCT000000274,SAM000183690
156588,SCT000000274,SAM000183691
156589,SCT000000274,SAM000183692
156590,SCT000000274,SAM000183693
156591,SCT000000274,SAM000183694
156592,SCT000000274,SAM000183695
156593,SCT000000274,SAM000183696
156594,SCT000000274,SAM000183697
156595,SCT000000274,SAM000183698
156596,SCT000000274,SAM000183699
156597,SCT000000274,SAM000183700
156598,SCT000000274,SAM000183701
156599,SCT000000274,SAM000183702
156600,SCT000000274,SAM000183689
156601,SCT000000274,SAM000183735
156602,SCT000000274,SAM000183736
156603,SCT000000274,SAM000183737
156604,SCT000000274,SAM000183770
156605,SCT000000274,SAM000183772
156606,SCT000000274,SAM000183773
156607,SCT000000274,SAM000183774
156608,SCT000000274,SAM000183775
156609,SCT000000274,SAM000183776
156610,SCT000000274,SAM000183777
156611,SCT000000274,SAM000183778
156612,SCT000000274,SAM000183779
156613,SCT000000274,SAM000183780
156614,SCT000000274,SAM000183781
156615,SCT000000274,SAM000183782
156616,SCT000000274,SAM000183783
156617,SCT000000274,SAM000183769
156618,SCT000000274,SAM000183784
156619,SCT000000274,SAM000183786
156620,SCT000000274,SAM000183787
156621,SCT000000274,SAM000183788
156622,SCT000000274,SAM000183789
156623,SCT000000274,SAM000183790
156624,SCT000000274,SAM000183791
156625,SCT000000274,SAM000183792
156626,SCT000000274,SAM000183793
156627,SCT000000274,SAM000183794
156628,SCT000000274,SAM000183795
156629,SCT000000274,SAM000183796
156630,SCT000000274,SAM000183797
156631,SCT000000274,SAM000183798
156632,SCT000000274,SAM000183785
156633,SCT000000274,SAM000183674
156634,SCT000000274,SAM000183768
156635,SCT000000274,SAM000183766
156636,SCT000000274,SAM000183738
156637,SCT000000274,SAM000183739
156638,SCT000000274,SAM000183740
156639,SCT000000274,SAM000183741
156640,SCT000000274,SAM000183742
156641,SCT000000274,SAM000183743
156642,SCT000000274,SAM000183744
156643,SCT000000274,SAM000183745
156644,SCT000000274,SAM000183746
156645,SCT000000274,SAM000183747
156646,SCT000000274,SAM000183748
156647,SCT000000274,SAM000183749
156648,SCT000000274,SAM000183750
156649,SCT000000274,SAM000183767
156650,SCT000000274,SAM000183751
156651,SCT000000274,SAM000183753
156652,SCT000000274,SAM000183754
156653,SCT000000274,SAM000183755
156654,SCT000000274,SAM000183756
156655,SCT000000274,SAM000183757
156656,SCT000000274,SAM000183758
156657,SCT000000274,SAM000183759
156658,SCT000000274,SAM000183760
156659,SCT000000274,SAM000183761
156660,SCT000000274,SAM000183762
156661,SCT000000274,SAM000183763
156662,SCT000000274,SAM000183764
156663,SCT000000274,SAM000183765
156664,SCT000000274,SAM000183752
156665,SCT000000274,SAM000183673
156666,SCT000000274,SAM000183672
156667,SCT000000274,SAM000183671
156668,SCT000000274,SAM000183568
156669,SCT000000274,SAM000183569
156670,SCT000000274,SAM000183570
156671,SCT000000274,SAM000183571
156672,SCT000000274,SAM000183572
156673,SCT000000274,SAM000183573
156674,SCT000000274,SAM000183574
156675,SCT000000274,SAM000183575
156676,SCT000000274,SAM000183577
156677,SCT000000274,SAM000183578
156678,SCT000000274,SAM000183580
156679,SCT000000274,SAM000183581
156680,SCT000000274,SAM000183582
156681,SCT000000274,SAM000183566
156682,SCT000000274,SAM000183583
156683,SCT000000274,SAM000183585
156684,SCT000000274,SAM000183586
156685,SCT000000274,SAM000183587
156686,SCT000000274,SAM000183588
156687,SCT000000274,SAM000183589
156688,SCT000000274,SAM000183590
156689,SCT000000274,SAM000183591
156690,SCT000000274,SAM000183592
156691,SCT000000274,SAM000183593
156692,SCT000000274,SAM000183594
156693,SCT000000274,SAM000183595
156694,SCT000000274,SAM000183597
156695,SCT000000274,SAM000183598
156696,SCT000000274,SAM000183584
156697,SCT000000274,SAM000183599
156698,SCT000000274,SAM000183565
156699,SCT000000274,SAM000183563
156700,SCT000000274,SAM000183529
156701,SCT000000274,SAM000183539
156702,SCT000000274,SAM000183541
156703,SCT000000274,SAM000183542
156704,SCT000000274,SAM000183543
156705,SCT000000274,SAM000183544
156706,SCT000000274,SAM000183564
156707,SCT000000274,SAM000183545
156708,SCT000000274,SAM000183547
156709,SCT000000274,SAM000183548
156710,SCT000000274,SAM000183549
156711,SCT000000274,SAM000183551
156712,SCT000000274,SAM000183552
156713,SCT000000274,SAM000183553
156714,SCT000000274,SAM000183555
156715,SCT000000274,SAM000183556
156716,SCT000000274,SAM000183557
156717,SCT000000274,SAM000183558
156718,SCT000000274,SAM000183560
156719,SCT000000274,SAM000183561
156720,SCT000000274,SAM000183562
156721,SCT000000274,SAM000183546
156722,SCT000000274,SAM000183799
156723,SCT000000274,SAM000183600
156724,SCT000000274,SAM000183604
156725,SCT000000274,SAM000183640
156726,SCT000000274,SAM000183641
156727,SCT000000274,SAM000183643
156728,SCT000000274,SAM000183644
156729,SCT000000274,SAM000183645
156730,SCT000000274,SAM000183646
156731,SCT000000274,SAM000183647
156732,SCT000000274,SAM000183648
156733,SCT000000274,SAM000183649
156734,SCT000000274,SAM000183650
156735,SCT000000274,SAM000183651
156736,SCT000000274,SAM000183652
156737,SCT000000274,SAM000183654
156738,SCT000000274,SAM000183639
156739,SCT000000274,SAM000183655
156740,SCT000000274,SAM000183657
156741,SCT000000274,SAM000183658
156742,SCT000000274,SAM000183659
156743,SCT000000274,SAM000183660
156744,SCT000000274,SAM000183661
156745,SCT000000274,SAM000183662
156746,SCT000000274,SAM000183664
156747,SCT000000274,SAM000183665
156748,SCT000000274,SAM000183666
156749,SCT000000274,SAM000183667
156750,SCT000000274,SAM000183668
156751,SCT000000274,SAM000183669
156752,SCT000000274,SAM000183670
156753,SCT000000274,SAM000183656
156754,SCT000000274,SAM000183602
156755,SCT000000274,SAM000183638
156756,SCT000000274,SAM000183636
156757,SCT000000274,SAM000183605
156758,SCT000000274,SAM000183606
156759,SCT000000274,SAM000183607
156760,SCT000000274,SAM000183608
156761,SCT000000274,SAM000183609
156762,SCT000000274,SAM000183610
156763,SCT000000274,SAM000183611
156764,SCT000000274,SAM000183612
156765,SCT000000274,SAM000183613
156766,SCT000000274,SAM000183614
156767,SCT000000274,SAM000183615
156768,SCT000000274,SAM000183616
156769,SCT000000274,SAM000183617
156770,SCT000000274,SAM000183637
156771,SCT000000274,SAM000183618
156772,SCT000000274,SAM000183620
156773,SCT000000274,SAM000183621
156774,SCT000000274,SAM000183622
156775,SCT000000274,SAM000183623
156776,SCT000000274,SAM000183624
156777,SCT000000274,SAM000183625
156778,SCT000000274,SAM000183627
156779,SCT000000274,SAM000183628
156780,SCT000000274,SAM000183629
156781,SCT000000274,SAM000183630
156782,SCT000000274,SAM000183632
156783,SCT000000274,SAM000183633
156784,SCT000000274,SAM000183635
156785,SCT000000274,SAM000183619
156786,SCT000000274,SAM000183884
156787,SCT000000274,SAM000183653
156788,SCT000000274,SAM000183888
156789,SCT000000274,SAM000183422
156790,SCT000000274,SAM000183420
156791,SCT000000274,SAM000183415
156792,SCT000000274,SAM000183412
156793,SCT000000274,SAM000183406
156794,SCT000000274,SAM000183405
156795,SCT000000274,SAM000183431
156796,SCT000000274,SAM000184062
156797,SCT000000274,SAM000184065
156798,SCT000000274,SAM000184067
156799,SCT000000274,SAM000184070
156800,SCT000000274,SAM000184071
156801,SCT000000274,SAM000184074
156802,SCT000000274,SAM000184076
156803,SCT000000274,SAM000184077
156804,SCT000000274,SAM000184078
156805,SCT000000274,SAM000184079
156806,SCT000000274,SAM000184080
156807,SCT000000274,SAM000184081
156808,SCT000000274,SAM000184061
156809,SCT000000274,SAM000183264
156810,SCT000000274,SAM000183263
156811,SCT000000274,SAM000183259
156812,SCT000000274,SAM000183886
156813,SCT000000274,SAM000183394
156814,SCT000000274,SAM000183365
156815,SCT000000274,SAM000184060
156816,SCT000000274,SAM000184057
156817,SCT000000274,SAM000183926
156818,SCT000000274,SAM000183927
156819,SCT000000274,SAM000183929
156820,SCT000000274,SAM000183930
156821,SCT000000274,SAM000183931
156822,SCT000000274,SAM000183932
156823,SCT000000274,SAM000183933
156824,SCT000000274,SAM000183935
156825,SCT000000274,SAM000183937
156826,SCT000000274,SAM000183938
156827,SCT000000274,SAM000183939
156828,SCT000000274,SAM000183940
156829,SCT000000274,SAM000183941
156830,SCT000000274,SAM000183925
156831,SCT000000274,SAM000183942
156832,SCT000000274,SAM000183944
156833,SCT000000274,SAM000183945
156834,SCT000000274,SAM000183946
156835,SCT000000274,SAM000183949
156836,SCT000000274,SAM000183950
156837,SCT000000274,SAM000183951
156838,SCT000000274,SAM000183953
156839,SCT000000274,SAM000183955
156840,SCT000000274,SAM000183956
156841,SCT000000274,SAM000183957
156842,SCT000000274,SAM000183958
156843,SCT000000274,SAM000183959
156844,SCT000000274,SAM000183960
156845,SCT000000274,SAM000183943
156846,SCT000000274,SAM000183962
156847,SCT000000274,SAM000183924
156848,SCT000000274,SAM000183920
156849,SCT000000274,SAM000183890
156850,SCT000000274,SAM000183891
156851,SCT000000274,SAM000183892
156852,SCT000000274,SAM000184059
156853,SCT000000274,SAM000183893
156854,SCT000000274,SAM000183894
156855,SCT000000274,SAM000183895
156856,SCT000000274,SAM000183896
156857,SCT000000274,SAM000183897
156858,SCT000000274,SAM000183898
156859,SCT000000274,SAM000183899
156860,SCT000000274,SAM000183900
156861,SCT000000274,SAM000183901
156862,SCT000000274,SAM000183921
156863,SCT000000274,SAM000183902
156864,SCT000000274,SAM000183904
156865,SCT000000274,SAM000183905
156866,SCT000000274,SAM000183906
156867,SCT000000274,SAM000183907
156868,SCT000000274,SAM000183909
156869,SCT000000274,SAM000183910
156870,SCT000000274,SAM000183911
156871,SCT000000274,SAM000183912
156872,SCT000000274,SAM000183913
156873,SCT000000274,SAM000183914
156874,SCT000000274,SAM000183915
156875,SCT000000274,SAM000183918
156876,SCT000000274,SAM000183919
156877,SCT000000274,SAM000183903
156878,SCT000000274,SAM000183963
156879,SCT000000274,SAM000183923
156880,SCT000000274,SAM000183967
156881,SCT000000274,SAM000184012
156882,SCT000000274,SAM000184014
156883,SCT000000274,SAM000184016
156884,SCT000000274,SAM000184017
156885,SCT000000274,SAM000184022
156886,SCT000000274,SAM000184024
156887,SCT000000274,SAM000184025
156888,SCT000000274,SAM000184026
156889,SCT000000274,SAM000184028
156890,SCT000000274,SAM000184030
156891,SCT000000274,SAM000184032
156892,SCT000000274,SAM000184034
156893,SCT000000274,SAM000184035
156894,SCT000000274,SAM000184036
156895,SCT000000274,SAM000184038
156896,SCT000000274,SAM000184040
156897,SCT000000274,SAM000184041
156898,SCT000000274,SAM000184043
156899,SCT000000274,SAM000184044
156900,SCT000000274,SAM000184045
156901,SCT000000274,SAM000184046
156902,SCT000000274,SAM000184048
156903,SCT000000274,SAM000184049
156904,SCT000000274,SAM000184050
156905,SCT000000274,SAM000184055
156906,SCT000000274,SAM000183965
156907,SCT000000274,SAM000184054
156908,SCT000000274,SAM000184056
156909,SCT000000274,SAM000184052
156910,SCT000000274,SAM000184011
156911,SCT000000274,SAM000184008
156912,SCT000000274,SAM000184015
156913,SCT000000274,SAM000184004
156914,SCT000000274,SAM000183968
156915,SCT000000274,SAM000183969
156916,SCT000000274,SAM000183970
156917,SCT000000274,SAM000183973
