project_id,sample_name,sample_id,omics_id,experiment_id,species,description,organ
PRO000000312,Sample 31_AB10814,SAM000184376,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 32_AB10815,SAM000184377,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 33_AB10816,SAM000184378,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 34_AB10817,SAM000184379,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 35_AB1088,SAM000184380,SCT000000292,EPT000000331,Mus musculus,,bone marrow
PRO000000312,Sample 36_AB1089,SAM000184381,SCT000000292,EPT000000331,Mus musculus,,bone marrow
PRO000000312,Sample 37_AB1090,SAM000184382,SCT000000292,EPT000000331,Mus musculus,,bone marrow
PRO000000312,Sample 38_AB1091,SAM000184383,SCT000000292,EPT000000331,Mus musculus,,bone marrow
PRO000000312,Sample 39_AB1092,SAM000184384,SCT000000292,EPT000000331,Mus musculus,,blood
PRO000000312,Sample 40_AB1093,SAM000184385,SCT000000292,EPT000000331,Mus musculus,,blood
PRO000000312,Sample 41_AB1094,SAM000184386,SCT000000292,EPT000000331,Mus musculus,,blood
PRO000000312,Sample 42_AB1095,SAM000184387,SCT000000292,EPT000000331,Mus musculus,,blood
PRO000000312,Sample 43_AB137,SAM000184388,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 44_AB138,SAM000184389,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 45_AB139,SAM000184390,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 46_AB140,SAM000184391,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 47_AB141,SAM000184392,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 48_AB142,SAM000184393,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 49_AB143,SAM000184394,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 50_AB144,SAM000184395,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 51_AB172,SAM000184396,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 52_AB173,SAM000184397,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 53_AB174,SAM000184398,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 54_AB175,SAM000184399,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 55_AB176,SAM000184400,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 56_AB177,SAM000184401,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 57_AB178,SAM000184402,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 58_AB179,SAM000184403,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 59_AB180,SAM000184404,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 60_AB181,SAM000184405,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 61_AB182,SAM000184406,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 62_AB183,SAM000184407,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 63_AB184,SAM000184408,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 64_AB185,SAM000184409,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 65_AB186,SAM000184410,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 66_AB187,SAM000184411,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 67_AB188,SAM000184412,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 68_AB189,SAM000184413,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 69_AB190,SAM000184414,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 70_AB191,SAM000184415,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 71_AB192,SAM000184416,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 72_AB193,SAM000184417,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 73_AB194,SAM000184418,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 74_AB195,SAM000184419,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 75_AB213,SAM000184420,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 76_AB214,SAM000184421,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 77_AB238,SAM000184422,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 78_AB239,SAM000184423,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 79_AB240,SAM000184424,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 80_AB241,SAM000184425,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 81_AB242,SAM000184426,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 82_AB243,SAM000184427,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 83_AB244,SAM000184428,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 84_AB245,SAM000184429,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 85_AB246,SAM000184430,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 86_AB247,SAM000184431,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 87_AB248,SAM000184432,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 88_AB249,SAM000184433,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 89_AB250,SAM000184434,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 90_AB251,SAM000184435,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 91_AB252,SAM000184436,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 92_AB253,SAM000184437,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 93_AB254,SAM000184438,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 94_AB255,SAM000184439,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 95_AB256,SAM000184440,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 96_AB257,SAM000184441,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 97_AB258,SAM000184442,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 98_AB259,SAM000184443,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 99_AB260,SAM000184444,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 100_AB261,SAM000184445,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 101_AB2635,SAM000184446,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 102_AB2636,SAM000184447,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 103_AB2637,SAM000184448,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 104_AB2638,SAM000184449,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 105_AB2639,SAM000184450,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 106_AB2640,SAM000184451,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 107_AB2641,SAM000184452,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 108_AB2642,SAM000184453,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 109_AB793,SAM000184454,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 110_AB794,SAM000184455,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 111_AB795,SAM000184456,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 112_AB796,SAM000184457,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 113_AB797,SAM000184458,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 114_AB798,SAM000184459,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 115_AB799,SAM000184460,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 116_AB800,SAM000184461,SCT000000292,EPT000000331,Mus musculus,,liver
PRO000000312,Sample 117_AB801,SAM000184462,SCT000000292,EPT000000331,Mus musculus,,bone marrow
PRO000000312,Sample 118_AB802,SAM000184463,SCT000000292,EPT000000331,Mus musculus,,bone marrow
PRO000000312,Sample 119_AB803,SAM000184464,SCT000000292,EPT000000331,Mus musculus,,bone marrow
PRO000000312,Sample 120_AB804,SAM000184465,SCT000000292,EPT000000331,Mus musculus,,bone marrow
PRO000000312,NASH_DC,SAM000184466,SCT000000293,EPT000000332,Homo sapiens,,liver
PRO000000312,CONTROL_DC,SAM000184467,SCT000000293,EPT000000332,Homo sapiens,,liver
PRO000000313,Liver CD8T cells - ND_GEX,SAM000184468,SCT000000294,EPT000000333,Mus musculus,,liver
PRO000000313,Liver CD8T cells - ND_TCR,SAM000184469,SCT000000294,EPT000000333,Mus musculus,,liver
PRO000000313,Spleen CD8T cells - ND_GEX,SAM000184470,SCT000000294,EPT000000333,Mus musculus,,spleen
PRO000000313,Spleen CD8T cells - ND_TCR,SAM000184471,SCT000000294,EPT000000333,Mus musculus,,spleen
PRO000000313,Liver CD8T cells - RES_GEX,SAM000184472,SCT000000294,EPT000000333,Mus musculus,,liver
PRO000000313,Liver CD8T cells - RES_TCR,SAM000184473,SCT000000294,EPT000000333,Mus musculus,,liver
PRO000000313,Spleen CD8T cells - RES_GEX,SAM000184474,SCT000000294,EPT000000333,Mus musculus,,spleen
PRO000000313,Spleen CD8T cells - RES_TCR,SAM000184475,SCT000000294,EPT000000333,Mus musculus,,spleen
PRO000000313,Liver CD8T cells - ND,SAM000184476,SCT000000294,EPT000000333,Mus musculus,,liver
PRO000000313,Liver CD8T cells - HFHC,SAM000184477,SCT000000294,EPT000000333,Mus musculus,,liver
PRO000000313,Liver CD8T cells - RES,SAM000184478,SCT000000294,EPT000000333,Mus musculus,,liver
PRO000000314,injured liver (8xCCl4) RS025,SAM000184479,SCT000000295,EPT000000334,Mus musculus,,liver
PRO000000314,HSC from normal liver (untreated) RS014,SAM000184480,SCT000000295,EPT000000334,Mus musculus,,liver
PRO000000314,HSC from injured liver (1xCCl4) RS015,SAM000184481,SCT000000295,EPT000000334,Mus musculus,,liver
PRO000000314,HSC from injured liver (4xCCl4) RS016,SAM000184482,SCT000000295,EPT000000334,Mus musculus,,liver
PRO000000314,HSC from injured liver (12xCCl4) RS017,SAM000184483,SCT000000295,EPT000000334,Mus musculus,,liver
PRO000000314,snRNAseq of cirrhotic liver (surrounding tissue) S41,SAM000184484,SCT000000296,EPT000000335,Homo sapiens,,liver
PRO000000314,snRNAseq of HCC S42,SAM000184485,SCT000000296,EPT000000335,Homo sapiens,,liver
PRO000000314,snRNAseq of cirrhotic liver (surrounding tissue) s43,SAM000184486,SCT000000296,EPT000000335,Homo sapiens,,liver
PRO000000314,snRNAseq of HCC S44,SAM000184487,SCT000000296,EPT000000335,Homo sapiens,,liver
PRO000000314,scRNAseq of injured liver (8xCCl4) RS045,SAM000184488,SCT000000297,EPT000000336,Mus musculus,,liver
PRO000000314,scRNAseq of injured liver (8xCCl4) RS046,SAM000184489,SCT000000297,EPT000000336,Mus musculus,,liver
PRO000000314,scRNAseq of Col1a1+ cells (Mdr2KO),SAM000184490,SCT000000297,EPT000000336,Mus musculus,,liver
PRO000000314,Single nuclei (CST) Donor 1,SAM000184491,SCT000000298,EPT000000337,Homo sapiens,,liver
PRO000000314,Single nuclei (NST) Donor 1,SAM000184492,SCT000000298,EPT000000337,Homo sapiens,,liver
PRO000000314,Single nuclei (TST) Donor 1,SAM000184493,SCT000000298,EPT000000337,Homo sapiens,,liver
PRO000000314,Single cell Donor 2,SAM000184494,SCT000000298,EPT000000337,Homo sapiens,,liver
PRO000000314,Single nuclei (TST) Donor 2,SAM000184495,SCT000000298,EPT000000337,Homo sapiens,,liver
PRO000000314,Single cell Donor 3,SAM000184496,SCT000000298,EPT000000337,Homo sapiens,,liver
PRO000000314,Single nuclei (TST) Donor 3,SAM000184497,SCT000000298,EPT000000337,Homo sapiens,,liver
PRO000000314,Single cell Donor 4,SAM000184498,SCT000000298,EPT000000337,Homo sapiens,,liver
PRO000000314,Single nuclei (TST) Donor 4,SAM000184499,SCT000000298,EPT000000337,Homo sapiens,,liver
PRO000000314,VISIUM Spatial,SAM000184500,SCT000000298,EPT000000337,Homo sapiens,,liver
PRO000000315,S001,SAM000184501,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S002,SAM000184502,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S003,SAM000184503,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S004,SAM000184504,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S005,SAM000184505,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S006,SAM000184506,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S007,SAM000184507,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S008,SAM000184508,SCT000000299,EPT000000338,Homo sapiens,,liver
